"subject","mean_RT","model","fit"
83,2193.0765,"Q + gaze",2268.48818654325
83,2193.0765,"softmax(Q)",2163.91503799263
83,2193.0765,"softmax(Q * gaze)",2196.14903091086
83,2193.0765,"softmax(Q) * gaze",2261.36176524064
83,2193.0765,"softmax(Q) + gaze",2203.59138749457
83,2193.0765,"softmax(Q + gaze)",2156.00801061916
84,2177.31566666667,"Q",2158.02048549669
84,2177.31566666667,"Q * gaze",2236.44062686978
84,2177.31566666667,"Q + gaze",2143.89831097309
84,2177.31566666667,"softmax(Q)",2148.23458416415
84,2177.31566666667,"softmax(Q * gaze)",2149.36805889652
84,2177.31566666667,"softmax(Q) * gaze",2204.08781629698
84,2177.31566666667,"softmax(Q) + gaze",2113.61297958058
84,2177.31566666667,"softmax(Q + gaze)",2127.6737526182
85,880.139333333333,"Q",877.426043326783
85,880.139333333333,"Q * gaze",1135.70459554661
85,880.139333333333,"Q + gaze",893.234409924287
85,880.139333333333,"softmax(Q)",875.594770125645
85,880.139333333333,"softmax(Q * gaze)",873.247471324316
85,880.139333333333,"softmax(Q) * gaze",1151.2520074749
85,880.139333333333,"softmax(Q) + gaze",887.270825819413
85,880.139333333333,"softmax(Q + gaze)",870.088020046856
86,1742.696,"Q",1772.12751898994
86,1742.696,"Q * gaze",2066.13503213183
86,1742.696,"Q + gaze",1754.65010805172
86,1742.696,"softmax(Q)",1741.55939912815
86,1742.696,"softmax(Q * gaze)",1724.65579578353
86,1742.696,"softmax(Q) * gaze",2078.47806710498
86,1742.696,"softmax(Q) + gaze",1746.44187703591
86,1742.696,"softmax(Q + gaze)",1739.04102804704
88,3087.20633333333,"Q",3089.95832766335
88,3087.20633333333,"Q * gaze",3209.88749131098
88,3087.20633333333,"Q + gaze",3093.51821817312
88,3087.20633333333,"softmax(Q)",3081.82479121304
88,3087.20633333333,"softmax(Q * gaze)",3079.21747267802
88,3087.20633333333,"softmax(Q) * gaze",3197.56806841117
88,3087.20633333333,"softmax(Q) + gaze",3092.7882901435
88,3087.20633333333,"softmax(Q + gaze)",3094.74260105584
89,4093.68464285714,"Q",3916.12828332692
89,4093.68464285714,"Q * gaze",3976.97039896292
89,4093.68464285714,"Q + gaze",3926.30203754537
89,4093.68464285714,"softmax(Q)",3874.50114715491
89,4093.68464285714,"softmax(Q * gaze)",3851.56757096239
89,4093.68464285714,"softmax(Q) * gaze",3979.10961900783
89,4093.68464285714,"softmax(Q) + gaze",3904.24367029259
89,4093.68464285714,"softmax(Q + gaze)",3892.916311424
90,2876.45233333333,"Q",2785.79296289846
90,2876.45233333333,"Q * gaze",2694.34864216171
90,2876.45233333333,"Q + gaze",2676.40195457135
90,2876.45233333333,"softmax(Q)",2782.37921601002
90,2876.45233333333,"softmax(Q * gaze)",2701.3936473205
90,2876.45233333333,"softmax(Q) * gaze",2696.10684766409
90,2876.45233333333,"softmax(Q) + gaze",2660.59956324028
90,2876.45233333333,"softmax(Q + gaze)",2675.22632008701
