"subject","gaze_beta","model","gaze_effect","fitted_effect"
57,0.34175220356378,"softmax(Q * gaze)",0.666666666666667,0.611666666666667
57,0.34175220356378,"softmax(Q) * gaze",0.666666666666667,0.666666666666667
57,0.34175220356378,"softmax(Q) + gaze",0.666666666666667,0.509166666666667
57,0.34175220356378,"softmax(Q + gaze)",0.666666666666667,0.590833333333333
58,0.282575672895318,"Q",0.25,0.0275000000000001
58,0.282575672895318,"Q * gaze",0.25,0.649166666666667
58,0.282575672895318,"Q + gaze",0.25,0.46
58,0.282575672895318,"softmax(Q)",0.25,0.08
58,0.282575672895318,"softmax(Q * gaze)",0.25,0.4425
58,0.282575672895318,"softmax(Q) * gaze",0.25,0.56
58,0.282575672895318,"softmax(Q) + gaze",0.25,0.326666666666667
58,0.282575672895318,"softmax(Q + gaze)",0.25,0.32
59,0.452300017195617,"Q",0.416666666666667,0.015
59,0.452300017195617,"Q * gaze",0.416666666666667,0.664166666666667
59,0.452300017195617,"Q + gaze",0.416666666666667,0.554166666666667
59,0.452300017195617,"softmax(Q)",0.416666666666667,0.00333333333333341
59,0.452300017195617,"softmax(Q * gaze)",0.416666666666667,0.579166666666667
59,0.452300017195617,"softmax(Q) * gaze",0.416666666666667,0.574166666666667
59,0.452300017195617,"softmax(Q) + gaze",0.416666666666667,0.3725
59,0.452300017195617,"softmax(Q + gaze)",0.416666666666667,0.459166666666667
60,0.351227358644191,"Q",0.583333333333333,-0.0208333333333333
60,0.351227358644191,"Q * gaze",0.583333333333333,0.676666666666667
60,0.351227358644191,"Q + gaze",0.583333333333333,0.525833333333333
60,0.351227358644191,"softmax(Q)",0.583333333333333,-0.00333333333333341
60,0.351227358644191,"softmax(Q * gaze)",0.583333333333333,0.48
60,0.351227358644191,"softmax(Q) * gaze",0.583333333333333,0.594166666666667
60,0.351227358644191,"softmax(Q) + gaze",0.583333333333333,0.5225
60,0.351227358644191,"softmax(Q + gaze)",0.583333333333333,0.4425
61,0.317764463697074,"Q",0.583333333333333,0.0233333333333334
61,0.317764463697074,"Q * gaze",0.583333333333333,0.6425
61,0.317764463697074,"Q + gaze",0.583333333333333,0.546666666666667
61,0.317764463697074,"softmax(Q)",0.583333333333333,0.0308333333333334
61,0.317764463697074,"softmax(Q * gaze)",0.583333333333333,0.639166666666667
61,0.317764463697074,"softmax(Q) * gaze",0.583333333333333,0.551666666666667
61,0.317764463697074,"softmax(Q) + gaze",0.583333333333333,0.45
61,0.317764463697074,"softmax(Q + gaze)",0.583333333333333,0.63
62,0.133693835112387,"Q",0.75,-0.0033333333333333
62,0.133693835112387,"Q * gaze",0.75,0.8125
62,0.133693835112387,"Q + gaze",0.75,0.530833333333333
62,0.133693835112387,"softmax(Q)",0.75,-0.0066666666666666
62,0.133693835112387,"softmax(Q * gaze)",0.75,0.731666666666667
62,0.133693835112387,"softmax(Q) * gaze",0.75,0.7875
62,0.133693835112387,"softmax(Q) + gaze",0.75,0.526666666666667
62,0.133693835112387,"softmax(Q + gaze)",0.75,0.755
63,0.199259251756509,"Q",0.416666666666667,-0.0275
63,0.199259251756509,"Q * gaze",0.416666666666667,0.4925
63,0.199259251756509,"Q + gaze",0.416666666666667,0.228333333333333
63,0.199259251756509,"softmax(Q)",0.416666666666667,-0.0675
63,0.199259251756509,"softmax(Q * gaze)",0.416666666666667,0.486666666666667
63,0.199259251756509,"softmax(Q) * gaze",0.416666666666667,0.363333333333333
63,0.199259251756509,"softmax(Q) + gaze",0.416666666666667,0.185833333333333
63,0.199259251756509,"softmax(Q + gaze)",0.416666666666667,0.348333333333333
64,0.177759812279132,"Q",0.416666666666667,-0.00166666666666659
64,0.177759812279132,"Q * gaze",0.416666666666667,0.428333333333333
64,0.177759812279132,"Q + gaze",0.416666666666667,0.244166666666667
64,0.177759812279132,"softmax(Q)",0.416666666666667,0.0191666666666667
64,0.177759812279132,"softmax(Q * gaze)",0.416666666666667,0.440833333333333
64,0.177759812279132,"softmax(Q) * gaze",0.416666666666667,0.410833333333333
64,0.177759812279132,"softmax(Q) + gaze",0.416666666666667,0.263333333333333
64,0.177759812279132,"softmax(Q + gaze)",0.416666666666667,0.3725
65,0.101307349545725,"Q",0.0833333333333334,-0.0583333333333333
65,0.101307349545725,"Q * gaze",0.0833333333333334,0.314166666666667
65,0.101307349545725,"Q + gaze",0.0833333333333334,0.1125
65,0.101307349545725,"softmax(Q)",0.0833333333333334,-0.0516666666666666
65,0.101307349545725,"softmax(Q * gaze)",0.0833333333333334,0.206666666666667
65,0.101307349545725,"softmax(Q) * gaze",0.0833333333333334,0.293333333333333
65,0.101307349545725,"softmax(Q) + gaze",0.0833333333333334,0.131666666666667
65,0.101307349545725,"softmax(Q + gaze)",0.0833333333333334,0.190833333333333
66,0.26569529785855,"Q",0.916666666666667,-0.0383333333333333
66,0.26569529785855,"Q * gaze",0.916666666666667,0.963333333333333
66,0.26569529785855,"Q + gaze",0.916666666666667,0.908333333333333
66,0.26569529785855,"softmax(Q)",0.916666666666667,0.0175000000000001
66,0.26569529785855,"softmax(Q * gaze)",0.916666666666667,0.9725
66,0.26569529785855,"softmax(Q) * gaze",0.916666666666667,0.966666666666667
66,0.26569529785855,"softmax(Q) + gaze",0.916666666666667,0.89
66,0.26569529785855,"softmax(Q + gaze)",0.916666666666667,0.973333333333333
67,0.403415730296842,"Q",0.916666666666667,-0.0108333333333333
67,0.403415730296842,"Q * gaze",0.916666666666667,0.913333333333333
67,0.403415730296842,"Q + gaze",0.916666666666667,0.909166666666667
67,0.403415730296842,"softmax(Q)",0.916666666666667,0.035
67,0.403415730296842,"softmax(Q * gaze)",0.916666666666667,0.970833333333333
67,0.403415730296842,"softmax(Q) * gaze",0.916666666666667,0.924166666666667
67,0.403415730296842,"softmax(Q) + gaze",0.916666666666667,0.911666666666667
67,0.403415730296842,"softmax(Q + gaze)",0.916666666666667,0.960833333333333
68,0.340122450817208,"Q",0.5,-0.0383333333333333
68,0.340122450817208,"Q * gaze",0.5,0.531666666666667
68,0.340122450817208,"Q + gaze",0.5,0.358333333333333
68,0.340122450817208,"softmax(Q)",0.5,-0.0275
68,0.340122450817208,"softmax(Q * gaze)",0.5,0.515833333333333
68,0.340122450817208,"softmax(Q) * gaze",0.5,0.5
68,0.340122450817208,"softmax(Q) + gaze",0.5,0.404166666666667
68,0.340122450817208,"softmax(Q + gaze)",0.5,0.516666666666667
69,0.207056444673731,"Q",0.25,0.1125
69,0.207056444673731,"Q * gaze",0.25,0.5125
69,0.207056444673731,"Q + gaze",0.25,0.246666666666667
69,0.207056444673731,"softmax(Q)",0.25,0.0766666666666667
69,0.207056444673731,"softmax(Q * gaze)",0.25,0.478333333333333
69,0.207056444673731,"softmax(Q) * gaze",0.25,0.308333333333333
69,0.207056444673731,"softmax(Q) + gaze",0.25,0.243333333333333
69,0.207056444673731,"softmax(Q + gaze)",0.25,0.2775
70,0.214973351995771,"Q",0.333333333333333,0.0258333333333334
70,0.214973351995771,"Q * gaze",0.333333333333333,0.511666666666667
70,0.214973351995771,"Q + gaze",0.333333333333333,0.153333333333333
70,0.214973351995771,"softmax(Q)",0.333333333333333,-0.0525
70,0.214973351995771,"softmax(Q * gaze)",0.333333333333333,0.533333333333333
70,0.214973351995771,"softmax(Q) * gaze",0.333333333333333,0.285
70,0.214973351995771,"softmax(Q) + gaze",0.333333333333333,0.1225
70,0.214973351995771,"softmax(Q + gaze)",0.333333333333333,0.185833333333333
71,0.135611199299687,"Q",0.333333333333333,0.0291666666666667
71,0.135611199299687,"Q * gaze",0.333333333333333,0.393333333333333
71,0.135611199299687,"Q + gaze",0.333333333333333,0.229166666666667
71,0.135611199299687,"softmax(Q)",0.333333333333333,0.0125
71,0.135611199299687,"softmax(Q * gaze)",0.333333333333333,0.443333333333333
71,0.135611199299687,"softmax(Q) * gaze",0.333333333333333,0.285833333333333
71,0.135611199299687,"softmax(Q) + gaze",0.333333333333333,0.0883333333333334
71,0.135611199299687,"softmax(Q + gaze)",0.333333333333333,0.354166666666667
72,0.148333243037756,"Q",0.416666666666667,0.0225
72,0.148333243037756,"Q * gaze",0.416666666666667,0.77
72,0.148333243037756,"Q + gaze",0.416666666666667,0.511666666666667
72,0.148333243037756,"softmax(Q)",0.416666666666667,0.00583333333333336
72,0.148333243037756,"softmax(Q * gaze)",0.416666666666667,0.5775
72,0.148333243037756,"softmax(Q) * gaze",0.416666666666667,0.7525
72,0.148333243037756,"softmax(Q) + gaze",0.416666666666667,0.504166666666667
72,0.148333243037756,"softmax(Q + gaze)",0.416666666666667,0.5825
73,0.338580324763966,"Q",0.583333333333333,0.0549999999999999
73,0.338580324763966,"Q * gaze",0.583333333333333,0.683333333333333
73,0.338580324763966,"Q + gaze",0.583333333333333,0.515833333333333
73,0.338580324763966,"softmax(Q)",0.583333333333333,0.0449999999999999
73,0.338580324763966,"softmax(Q * gaze)",0.583333333333333,0.6775
73,0.338580324763966,"softmax(Q) * gaze",0.583333333333333,0.614166666666667
73,0.338580324763966,"softmax(Q) + gaze",0.583333333333333,0.4575
73,0.338580324763966,"softmax(Q + gaze)",0.583333333333333,0.624166666666667
74,0.186188769797313,"Q",0.333333333333333,0.165
74,0.186188769797313,"Q * gaze",0.333333333333333,0.665
74,0.186188769797313,"Q + gaze",0.333333333333333,0.349166666666667
74,0.186188769797313,"softmax(Q)",0.333333333333333,0.1125
74,0.186188769797313,"softmax(Q * gaze)",0.333333333333333,0.6675
74,0.186188769797313,"softmax(Q) * gaze",0.333333333333333,0.478333333333333
74,0.186188769797313,"softmax(Q) + gaze",0.333333333333333,0.299166666666667
74,0.186188769797313,"softmax(Q + gaze)",0.333333333333333,0.3225
75,0.181139432487704,"Q",0.416666666666667,0.0408333333333334
75,0.181139432487704,"Q * gaze",0.416666666666667,0.671666666666667
75,0.181139432487704,"Q + gaze",0.416666666666667,0.395
75,0.181139432487704,"softmax(Q)",0.416666666666667,0.0399999999999999
75,0.181139432487704,"softmax(Q * gaze)",0.416666666666667,0.5725
75,0.181139432487704,"softmax(Q) * gaze",0.416666666666667,0.6775
75,0.181139432487704,"softmax(Q) + gaze",0.416666666666667,0.3625
75,0.181139432487704,"softmax(Q + gaze)",0.416666666666667,0.481666666666667
76,0.30017978982903,"Q",0.333333333333333,-0.00833333333333341
76,0.30017978982903,"Q * gaze",0.333333333333333,0.478333333333333
76,0.30017978982903,"Q + gaze",0.333333333333333,0.27
76,0.30017978982903,"softmax(Q)",0.333333333333333,0.0741666666666666
76,0.30017978982903,"softmax(Q * gaze)",0.333333333333333,0.4275
76,0.30017978982903,"softmax(Q) * gaze",0.333333333333333,0.369166666666667
76,0.30017978982903,"softmax(Q) + gaze",0.333333333333333,0.268333333333333
76,0.30017978982903,"softmax(Q + gaze)",0.333333333333333,0.2675
77,0.380056432974087,"Q",0.583333333333333,-0.0108333333333333
77,0.380056432974087,"Q * gaze",0.583333333333333,0.5725
77,0.380056432974087,"Q + gaze",0.583333333333333,0.453333333333333
77,0.380056432974087,"softmax(Q)",0.583333333333333,0.0175000000000001
77,0.380056432974087,"softmax(Q * gaze)",0.583333333333333,0.599166666666667
77,0.380056432974087,"softmax(Q) * gaze",0.583333333333333,0.529166666666667
77,0.380056432974087,"softmax(Q) + gaze",0.583333333333333,0.4175
77,0.380056432974087,"softmax(Q + gaze)",0.583333333333333,0.653333333333333
78,0.312293168432387,"Q",0.166666666666667,-0.0183333333333333
78,0.312293168432387,"Q * gaze",0.166666666666667,0.466666666666667
78,0.312293168432387,"Q + gaze",0.166666666666667,0.311666666666667
78,0.312293168432387,"softmax(Q)",0.166666666666667,0.00833333333333341
78,0.312293168432387,"softmax(Q * gaze)",0.166666666666667,0.379166666666667
78,0.312293168432387,"softmax(Q) * gaze",0.166666666666667,0.4925
78,0.312293168432387,"softmax(Q) + gaze",0.166666666666667,0.365833333333333
78,0.312293168432387,"softmax(Q + gaze)",0.166666666666667,0.413333333333333
79,0.417196684430066,"Q",0.166666666666667,0.0549999999999999
79,0.417196684430066,"Q * gaze",0.166666666666667,0.548333333333333
79,0.417196684430066,"Q + gaze",0.166666666666667,0.341666666666667
79,0.417196684430066,"softmax(Q)",0.166666666666667,0.0708333333333333
79,0.417196684430066,"softmax(Q * gaze)",0.166666666666667,0.370833333333333
79,0.417196684430066,"softmax(Q) * gaze",0.166666666666667,0.37
79,0.417196684430066,"softmax(Q) + gaze",0.166666666666667,0.179166666666667
79,0.417196684430066,"softmax(Q + gaze)",0.166666666666667,0.29
80,0.499487060243538,"Q",0.5,0.0258333333333333
80,0.499487060243538,"Q * gaze",0.5,0.561666666666667
80,0.499487060243538,"Q + gaze",0.5,0.530833333333333
80,0.499487060243538,"softmax(Q)",0.5,0.0425000000000001
80,0.499487060243538,"softmax(Q * gaze)",0.5,0.5275
80,0.499487060243538,"softmax(Q) * gaze",0.5,0.475833333333333
80,0.499487060243538,"softmax(Q) + gaze",0.5,0.405833333333333
80,0.499487060243538,"softmax(Q + gaze)",0.5,0.510833333333333
81,0.329091655409341,"Q",0.5,0.0733333333333333
81,0.329091655409341,"Q * gaze",0.5,0.48
81,0.329091655409341,"Q + gaze",0.5,0.399166666666667
81,0.329091655409341,"softmax(Q)",0.5,0.0016666666666667
81,0.329091655409341,"softmax(Q * gaze)",0.5,0.4425
81,0.329091655409341,"softmax(Q) * gaze",0.5,0.305
81,0.329091655409341,"softmax(Q) + gaze",0.5,0.266666666666667
81,0.329091655409341,"softmax(Q + gaze)",0.5,0.35
82,0.430234984677114,"Q",0.25,-0.0874999999999999
82,0.430234984677114,"Q * gaze",0.25,0.563333333333333
82,0.430234984677114,"Q + gaze",0.25,0.466666666666667
82,0.430234984677114,"softmax(Q)",0.25,-0.0958333333333333
82,0.430234984677114,"softmax(Q * gaze)",0.25,0.46
82,0.430234984677114,"softmax(Q) * gaze",0.25,0.4975
82,0.430234984677114,"softmax(Q) + gaze",0.25,0.3975
82,0.430234984677114,"softmax(Q + gaze)",0.25,0.425833333333333
83,0.243209145516321,"Q",0.583333333333333,0.0766666666666665
83,0.243209145516321,"Q * gaze",0.583333333333333,0.690833333333333
83,0.243209145516321,"Q + gaze",0.583333333333333,0.459166666666667
83,0.243209145516321,"softmax(Q)",0.583333333333333,0.0833333333333333
83,0.243209145516321,"softmax(Q * gaze)",0.583333333333333,0.670833333333333
83,0.243209145516321,"softmax(Q) * gaze",0.583333333333333,0.600833333333333
83,0.243209145516321,"softmax(Q) + gaze",0.583333333333333,0.358333333333333
83,0.243209145516321,"softmax(Q + gaze)",0.583333333333333,0.435833333333333
84,0.205431752351446,"Q",0.583333333333333,0.109166666666667
84,0.205431752351446,"Q * gaze",0.583333333333333,0.591666666666667
84,0.205431752351446,"Q + gaze",0.583333333333333,0.38
84,0.205431752351446,"softmax(Q)",0.583333333333333,0.175833333333333
84,0.205431752351446,"softmax(Q * gaze)",0.583333333333333,0.674166666666667
84,0.205431752351446,"softmax(Q) * gaze",0.583333333333333,0.5575
84,0.205431752351446,"softmax(Q) + gaze",0.583333333333333,0.381666666666667
84,0.205431752351446,"softmax(Q + gaze)",0.583333333333333,0.545
85,0.129744339023462,"Q",0.5,0.0066666666666666
85,0.129744339023462,"Q * gaze",0.5,0.771666666666667
85,0.129744339023462,"Q + gaze",0.5,0.508333333333333
85,0.129744339023462,"softmax(Q)",0.5,-0.00749999999999995
85,0.129744339023462,"softmax(Q * gaze)",0.5,0.743333333333333
85,0.129744339023462,"softmax(Q) * gaze",0.5,0.761666666666667
85,0.129744339023462,"softmax(Q) + gaze",0.5,0.536666666666667
85,0.129744339023462,"softmax(Q + gaze)",0.5,0.760833333333333
86,0.089513713356408,"Q",0.0833333333333334,0
86,0.089513713356408,"Q * gaze",0.0833333333333334,0.560833333333333
86,0.089513713356408,"Q + gaze",0.0833333333333334,0.195833333333333
86,0.089513713356408,"softmax(Q)",0.0833333333333334,0.0166666666666667
86,0.089513713356408,"softmax(Q * gaze)",0.0833333333333334,0.435
86,0.089513713356408,"softmax(Q) * gaze",0.0833333333333334,0.526666666666667
86,0.089513713356408,"softmax(Q) + gaze",0.0833333333333334,0.209166666666667
86,0.089513713356408,"softmax(Q + gaze)",0.0833333333333334,0.213333333333333
88,0.267261494941866,"Q",0.333333333333333,0.0141666666666667
88,0.267261494941866,"Q * gaze",0.333333333333333,0.579166666666667
88,0.267261494941866,"Q + gaze",0.333333333333333,0.386666666666667
88,0.267261494941866,"softmax(Q)",0.333333333333333,0.0816666666666667
88,0.267261494941866,"softmax(Q * gaze)",0.333333333333333,0.288333333333333
88,0.267261494941866,"softmax(Q) * gaze",0.333333333333333,0.570833333333333
88,0.267261494941866,"softmax(Q) + gaze",0.333333333333333,0.360833333333333
88,0.267261494941866,"softmax(Q + gaze)",0.333333333333333,0.251666666666667
89,0.312691692522274,"Q",0.666666666666667,0.0358333333333333
89,0.312691692522274,"Q * gaze",0.666666666666667,0.565
89,0.312691692522274,"Q + gaze",0.666666666666667,0.401666666666667
89,0.312691692522274,"softmax(Q)",0.666666666666667,0.09
89,0.312691692522274,"softmax(Q * gaze)",0.666666666666667,0.604166666666667
89,0.312691692522274,"softmax(Q) * gaze",0.666666666666667,0.564166666666667
89,0.312691692522274,"softmax(Q) + gaze",0.666666666666667,0.468333333333333
89,0.312691692522274,"softmax(Q + gaze)",0.666666666666667,0.605
90,0.439179941498202,"Q",0.5,0.0275
90,0.439179941498202,"Q * gaze",0.5,0.734166666666667
90,0.439179941498202,"Q + gaze",0.5,0.714166666666667
90,0.439179941498202,"softmax(Q)",0.5,0.0541666666666667
90,0.439179941498202,"softmax(Q * gaze)",0.5,0.6975
90,0.439179941498202,"softmax(Q) * gaze",0.5,0.708333333333333
90,0.439179941498202,"softmax(Q) + gaze",0.5,0.68
90,0.439179941498202,"softmax(Q + gaze)",0.5,0.705
