"subject","gaze_beta","model","gaze_effect","fitted_effect"
26,0.393751600910566,"Q",0.583333333333333,0.0925
26,0.393751600910566,"Q * gaze",0.583333333333333,0.760833333333333
26,0.393751600910566,"Q + gaze",0.583333333333333,0.635833333333333
26,0.393751600910566,"softmax(Q)",0.583333333333333,0.105
26,0.393751600910566,"softmax(Q * gaze)",0.583333333333333,0.615833333333333
26,0.393751600910566,"softmax(Q) * gaze",0.583333333333333,0.71
26,0.393751600910566,"softmax(Q) + gaze",0.583333333333333,0.585
26,0.393751600910566,"softmax(Q + gaze)",0.583333333333333,0.5425
27,0.22906283285844,"Q",0.25,-0.0308333333333334
27,0.22906283285844,"Q * gaze",0.25,0.520833333333333
27,0.22906283285844,"Q + gaze",0.25,0.200833333333333
27,0.22906283285844,"softmax(Q)",0.25,-0.0258333333333334
27,0.22906283285844,"softmax(Q * gaze)",0.25,0.313333333333333
27,0.22906283285844,"softmax(Q) * gaze",0.25,0.355
27,0.22906283285844,"softmax(Q) + gaze",0.25,0.178333333333333
27,0.22906283285844,"softmax(Q + gaze)",0.25,0.173333333333333
28,0.158615634603391,"Q",0.416666666666667,0.0841666666666667
28,0.158615634603391,"Q * gaze",0.416666666666667,0.534166666666667
28,0.158615634603391,"Q + gaze",0.416666666666667,0.245
28,0.158615634603391,"softmax(Q)",0.416666666666667,0.0266666666666666
28,0.158615634603391,"softmax(Q * gaze)",0.416666666666667,0.539166666666667
28,0.158615634603391,"softmax(Q) * gaze",0.416666666666667,0.253333333333333
28,0.158615634603391,"softmax(Q) + gaze",0.416666666666667,0.111666666666667
28,0.158615634603391,"softmax(Q + gaze)",0.416666666666667,0.253333333333333
29,0.106575525619229,"Q",0.333333333333333,0.0966666666666667
29,0.106575525619229,"Q * gaze",0.333333333333333,0.7475
29,0.106575525619229,"Q + gaze",0.333333333333333,0.325
29,0.106575525619229,"softmax(Q)",0.333333333333333,0.0716666666666667
29,0.106575525619229,"softmax(Q * gaze)",0.333333333333333,0.4925
29,0.106575525619229,"softmax(Q) * gaze",0.333333333333333,0.725
29,0.106575525619229,"softmax(Q) + gaze",0.333333333333333,0.310833333333333
29,0.106575525619229,"softmax(Q + gaze)",0.333333333333333,0.356666666666667
30,0.336507106194445,"Q",0.333333333333333,0.0599999999999999
30,0.336507106194445,"Q * gaze",0.333333333333333,0.6775
30,0.336507106194445,"Q + gaze",0.333333333333333,0.524166666666667
30,0.336507106194445,"softmax(Q)",0.333333333333333,0.03
30,0.336507106194445,"softmax(Q * gaze)",0.333333333333333,0.639166666666667
30,0.336507106194445,"softmax(Q) * gaze",0.333333333333333,0.658333333333333
30,0.336507106194445,"softmax(Q) + gaze",0.333333333333333,0.495833333333333
30,0.336507106194445,"softmax(Q + gaze)",0.333333333333333,0.6025
31,0.242538048769365,"Q",0.333333333333333,0.0625
31,0.242538048769365,"Q * gaze",0.333333333333333,0.595833333333333
31,0.242538048769365,"Q + gaze",0.333333333333333,0.540833333333333
31,0.242538048769365,"softmax(Q)",0.333333333333333,0.0325
31,0.242538048769365,"softmax(Q * gaze)",0.333333333333333,0.484166666666667
31,0.242538048769365,"softmax(Q) * gaze",0.333333333333333,0.265833333333333
31,0.242538048769365,"softmax(Q) + gaze",0.333333333333333,0.213333333333333
31,0.242538048769365,"softmax(Q + gaze)",0.333333333333333,0.2575
32,0.372353804944842,"Q",0.666666666666667,0.1325
32,0.372353804944842,"Q * gaze",0.666666666666667,0.853333333333333
32,0.372353804944842,"Q + gaze",0.666666666666667,0.755
32,0.372353804944842,"softmax(Q)",0.666666666666667,0.1625
32,0.372353804944842,"softmax(Q * gaze)",0.666666666666667,0.8325
32,0.372353804944842,"softmax(Q) * gaze",0.666666666666667,0.8325
32,0.372353804944842,"softmax(Q) + gaze",0.666666666666667,0.720833333333333
32,0.372353804944842,"softmax(Q + gaze)",0.666666666666667,0.844166666666667
35,0.311556837138441,"Q",0.666666666666667,-0.00166666666666659
35,0.311556837138441,"Q * gaze",0.666666666666667,0.655
35,0.311556837138441,"Q + gaze",0.666666666666667,0.453333333333333
35,0.311556837138441,"softmax(Q)",0.666666666666667,0.0508333333333333
35,0.311556837138441,"softmax(Q * gaze)",0.666666666666667,0.5325
35,0.311556837138441,"softmax(Q) * gaze",0.666666666666667,0.651666666666667
35,0.311556837138441,"softmax(Q) + gaze",0.666666666666667,0.46
35,0.311556837138441,"softmax(Q + gaze)",0.666666666666667,0.516666666666667
36,0.107848069657155,"Q",-0.0833333333333334,0.01
36,0.107848069657155,"Q * gaze",-0.0833333333333334,0.646666666666667
36,0.107848069657155,"Q + gaze",-0.0833333333333334,0.26
36,0.107848069657155,"softmax(Q)",-0.0833333333333334,0.005
36,0.107848069657155,"softmax(Q * gaze)",-0.0833333333333334,0.388333333333333
36,0.107848069657155,"softmax(Q) * gaze",-0.0833333333333334,0.613333333333333
36,0.107848069657155,"softmax(Q) + gaze",-0.0833333333333334,0.2275
36,0.107848069657155,"softmax(Q + gaze)",-0.0833333333333334,0.283333333333333
37,0.276805160793637,"Q",0.666666666666667,0.138333333333333
37,0.276805160793637,"Q * gaze",0.666666666666667,0.641666666666667
37,0.276805160793637,"Q + gaze",0.666666666666667,0.575833333333333
37,0.276805160793637,"softmax(Q)",0.666666666666667,0.1325
37,0.276805160793637,"softmax(Q * gaze)",0.666666666666667,0.709166666666667
37,0.276805160793637,"softmax(Q) * gaze",0.666666666666667,0.56
37,0.276805160793637,"softmax(Q) + gaze",0.666666666666667,0.336666666666667
37,0.276805160793637,"softmax(Q + gaze)",0.666666666666667,0.5975
38,0.274218716902054,"Q",0.833333333333333,0.055
38,0.274218716902054,"Q * gaze",0.833333333333333,0.730833333333333
38,0.274218716902054,"Q + gaze",0.833333333333333,0.636666666666667
38,0.274218716902054,"softmax(Q)",0.833333333333333,0.07
38,0.274218716902054,"softmax(Q * gaze)",0.833333333333333,0.821666666666667
38,0.274218716902054,"softmax(Q) * gaze",0.833333333333333,0.698333333333333
38,0.274218716902054,"softmax(Q) + gaze",0.833333333333333,0.523333333333333
38,0.274218716902054,"softmax(Q + gaze)",0.833333333333333,0.825
39,0.235169862774921,"Q",0.333333333333333,0.0166666666666666
39,0.235169862774921,"Q * gaze",0.333333333333333,0.515
39,0.235169862774921,"Q + gaze",0.333333333333333,0.279166666666667
39,0.235169862774921,"softmax(Q)",0.333333333333333,0.0399999999999999
39,0.235169862774921,"softmax(Q * gaze)",0.333333333333333,0.54
39,0.235169862774921,"softmax(Q) * gaze",0.333333333333333,0.475
39,0.235169862774921,"softmax(Q) + gaze",0.333333333333333,0.2625
39,0.235169862774921,"softmax(Q + gaze)",0.333333333333333,0.483333333333333
40,0.500644526080825,"Q",0.5,0.134166666666667
40,0.500644526080825,"Q * gaze",0.5,0.700833333333333
40,0.500644526080825,"Q + gaze",0.5,0.599166666666667
40,0.500644526080825,"softmax(Q)",0.5,0.196666666666667
40,0.500644526080825,"softmax(Q * gaze)",0.5,0.695833333333333
40,0.500644526080825,"softmax(Q) * gaze",0.5,0.696666666666667
40,0.500644526080825,"softmax(Q) + gaze",0.5,0.569166666666667
40,0.500644526080825,"softmax(Q + gaze)",0.5,0.714166666666667
41,0.342998698949146,"Q",0.5,0.0974999999999999
41,0.342998698949146,"Q * gaze",0.5,0.874166666666667
41,0.342998698949146,"Q + gaze",0.5,0.624166666666667
41,0.342998698949146,"softmax(Q)",0.5,0.16
41,0.342998698949146,"softmax(Q * gaze)",0.5,0.625833333333333
41,0.342998698949146,"softmax(Q) * gaze",0.5,0.866666666666667
41,0.342998698949146,"softmax(Q) + gaze",0.5,0.5875
41,0.342998698949146,"softmax(Q + gaze)",0.5,0.585833333333333
42,0.106158225512621,"Q",-0.0833333333333334,-0.00916666666666666
42,0.106158225512621,"Q * gaze",-0.0833333333333334,0.478333333333333
42,0.106158225512621,"Q + gaze",-0.0833333333333334,0.104166666666667
42,0.106158225512621,"softmax(Q)",-0.0833333333333334,0.0325000000000001
42,0.106158225512621,"softmax(Q * gaze)",-0.0833333333333334,0.4225
42,0.106158225512621,"softmax(Q) * gaze",-0.0833333333333334,0.395833333333333
42,0.106158225512621,"softmax(Q) + gaze",-0.0833333333333334,0.146666666666667
42,0.106158225512621,"softmax(Q + gaze)",-0.0833333333333334,0.140833333333333
43,0.155905110795551,"Q",0.333333333333333,-0.00250000000000006
43,0.155905110795551,"Q * gaze",0.333333333333333,0.544166666666667
43,0.155905110795551,"Q + gaze",0.333333333333333,0.123333333333333
43,0.155905110795551,"softmax(Q)",0.333333333333333,-0.025
43,0.155905110795551,"softmax(Q * gaze)",0.333333333333333,0.539166666666667
43,0.155905110795551,"softmax(Q) * gaze",0.333333333333333,0.344166666666667
43,0.155905110795551,"softmax(Q) + gaze",0.333333333333333,0.158333333333333
43,0.155905110795551,"softmax(Q + gaze)",0.333333333333333,0.314166666666667
44,0.124855923028942,"Q",0.166666666666667,-0.0341666666666667
44,0.124855923028942,"Q * gaze",0.166666666666667,0.615
44,0.124855923028942,"Q + gaze",0.166666666666667,0.253333333333333
44,0.124855923028942,"softmax(Q)",0.166666666666667,-0.0725
44,0.124855923028942,"softmax(Q * gaze)",0.166666666666667,0.418333333333333
44,0.124855923028942,"softmax(Q) * gaze",0.166666666666667,0.545
44,0.124855923028942,"softmax(Q) + gaze",0.166666666666667,0.249166666666667
44,0.124855923028942,"softmax(Q + gaze)",0.166666666666667,0.286666666666667
45,0.075243051004415,"Q",0.25,0.0583333333333333
45,0.075243051004415,"Q * gaze",0.25,0.541666666666667
45,0.075243051004415,"Q + gaze",0.25,0.180833333333333
45,0.075243051004415,"softmax(Q)",0.25,0.0458333333333334
45,0.075243051004415,"softmax(Q * gaze)",0.25,0.579166666666667
45,0.075243051004415,"softmax(Q) * gaze",0.25,0.464166666666667
45,0.075243051004415,"softmax(Q) + gaze",0.25,0.163333333333333
45,0.075243051004415,"softmax(Q + gaze)",0.25,0.296666666666667
46,0.0355035870198585,"Q",0.333333333333333,-0.0241666666666667
46,0.0355035870198585,"Q * gaze",0.333333333333333,0.361666666666667
46,0.0355035870198585,"Q + gaze",0.333333333333333,0.1
46,0.0355035870198585,"softmax(Q)",0.333333333333333,0.00749999999999995
46,0.0355035870198585,"softmax(Q * gaze)",0.333333333333333,0.3375
46,0.0355035870198585,"softmax(Q) * gaze",0.333333333333333,0.378333333333333
46,0.0355035870198585,"softmax(Q) + gaze",0.333333333333333,0.0958333333333333
46,0.0355035870198585,"softmax(Q + gaze)",0.333333333333333,0.274166666666667
47,0.115028422109591,"Q",0.25,0.0891666666666666
47,0.115028422109591,"Q * gaze",0.25,0.6075
47,0.115028422109591,"Q + gaze",0.25,0.299166666666667
47,0.115028422109591,"softmax(Q)",0.25,0.0608333333333333
47,0.115028422109591,"softmax(Q * gaze)",0.25,0.4475
47,0.115028422109591,"softmax(Q) * gaze",0.25,0.483333333333333
47,0.115028422109591,"softmax(Q) + gaze",0.25,0.1875
47,0.115028422109591,"softmax(Q + gaze)",0.25,0.195
48,0.106128846897073,"Q",0.166666666666667,0.130833333333333
48,0.106128846897073,"Q * gaze",0.166666666666667,0.566666666666667
48,0.106128846897073,"Q + gaze",0.166666666666667,0.216666666666667
48,0.106128846897073,"softmax(Q)",0.166666666666667,0.106666666666667
48,0.106128846897073,"softmax(Q * gaze)",0.166666666666667,0.549166666666667
48,0.106128846897073,"softmax(Q) * gaze",0.166666666666667,0.27
48,0.106128846897073,"softmax(Q) + gaze",0.166666666666667,0.1425
48,0.106128846897073,"softmax(Q + gaze)",0.166666666666667,0.193333333333333
49,0.130443416767482,"Q",0.0833333333333334,0.0366666666666666
49,0.130443416767482,"Q * gaze",0.0833333333333334,0.485833333333333
49,0.130443416767482,"Q + gaze",0.0833333333333334,0.158333333333333
49,0.130443416767482,"softmax(Q)",0.0833333333333334,0.0416666666666666
49,0.130443416767482,"softmax(Q * gaze)",0.0833333333333334,0.413333333333333
49,0.130443416767482,"softmax(Q) * gaze",0.0833333333333334,0.449166666666667
49,0.130443416767482,"softmax(Q) + gaze",0.0833333333333334,0.258333333333333
49,0.130443416767482,"softmax(Q + gaze)",0.0833333333333334,0.2975
50,0.503073135818599,"Q",0.583333333333333,0.0291666666666667
50,0.503073135818599,"Q * gaze",0.583333333333333,0.573333333333333
50,0.503073135818599,"Q + gaze",0.583333333333333,0.505
50,0.503073135818599,"softmax(Q)",0.583333333333333,0.0333333333333333
50,0.503073135818599,"softmax(Q * gaze)",0.583333333333333,0.488333333333333
50,0.503073135818599,"softmax(Q) * gaze",0.583333333333333,0.540833333333333
50,0.503073135818599,"softmax(Q) + gaze",0.583333333333333,0.481666666666667
50,0.503073135818599,"softmax(Q + gaze)",0.583333333333333,0.503333333333333
52,0.160553267458467,"Q",0.333333333333333,-0.0666666666666667
52,0.160553267458467,"Q * gaze",0.333333333333333,0.523333333333333
52,0.160553267458467,"Q + gaze",0.333333333333333,0.1575
52,0.160553267458467,"softmax(Q)",0.333333333333333,-0.0516666666666666
52,0.160553267458467,"softmax(Q * gaze)",0.333333333333333,0.496666666666667
52,0.160553267458467,"softmax(Q) * gaze",0.333333333333333,0.415
52,0.160553267458467,"softmax(Q) + gaze",0.333333333333333,0.141666666666667
52,0.160553267458467,"softmax(Q + gaze)",0.333333333333333,0.276666666666667
53,0.199578128485459,"Q",0.5,0.148333333333333
53,0.199578128485459,"Q * gaze",0.5,0.584166666666667
53,0.199578128485459,"Q + gaze",0.5,0.395833333333333
53,0.199578128485459,"softmax(Q)",0.5,0.19
53,0.199578128485459,"softmax(Q * gaze)",0.5,0.629166666666667
53,0.199578128485459,"softmax(Q) * gaze",0.5,0.524166666666667
53,0.199578128485459,"softmax(Q) + gaze",0.5,0.36
53,0.199578128485459,"softmax(Q + gaze)",0.5,0.519166666666667
54,0.255662803399491,"Q",0.333333333333333,0.124166666666667
54,0.255662803399491,"Q * gaze",0.333333333333333,0.586666666666667
54,0.255662803399491,"Q + gaze",0.333333333333333,0.395
54,0.255662803399491,"softmax(Q)",0.333333333333333,0.111666666666667
54,0.255662803399491,"softmax(Q * gaze)",0.333333333333333,0.578333333333333
54,0.255662803399491,"softmax(Q) * gaze",0.333333333333333,0.359166666666667
54,0.255662803399491,"softmax(Q) + gaze",0.333333333333333,0.270833333333333
54,0.255662803399491,"softmax(Q + gaze)",0.333333333333333,0.363333333333333
56,0.220499944354098,"Q",0.5,0.155833333333333
56,0.220499944354098,"Q * gaze",0.5,0.729166666666667
56,0.220499944354098,"Q + gaze",0.5,0.461666666666667
56,0.220499944354098,"softmax(Q)",0.5,0.201666666666667
56,0.220499944354098,"softmax(Q * gaze)",0.5,0.67
56,0.220499944354098,"softmax(Q) * gaze",0.5,0.6575
56,0.220499944354098,"softmax(Q) + gaze",0.5,0.410833333333333
56,0.220499944354098,"softmax(Q + gaze)",0.5,0.520833333333333
57,0.34175220356378,"Q",0.666666666666667,0.0783333333333334
57,0.34175220356378,"Q * gaze",0.666666666666667,0.660833333333333
57,0.34175220356378,"Q + gaze",0.666666666666667,0.479166666666667
57,0.34175220356378,"softmax(Q)",0.666666666666667,0.108333333333333
