"subject","slope","model","fit"
17,19.234524034454,"softmax(Q) + gaze",-2.45718000847084
18,-11.6430080577938,"Q",1.31711464579335
18,-11.6430080577938,"Q * gaze",-4.52844058667146
18,-11.6430080577938,"Q + gaze",-0.940329775110255
18,-11.6430080577938,"softmax(Q)",-5.42809712608402
18,-11.6430080577938,"softmax(Q * gaze)",-0.35671240802439
18,-11.6430080577938,"softmax(Q) * gaze",-8.50283095498067
18,-11.6430080577938,"softmax(Q) + gaze",-5.44559355185844
19,12.2281989441512,"Q",-5.33577489218886
19,12.2281989441512,"Q * gaze",-1.53797000127016
19,12.2281989441512,"Q + gaze",0.0944080055141706
19,12.2281989441512,"softmax(Q)",-8.09075850938611
19,12.2281989441512,"softmax(Q * gaze)",0.576798006490094
19,12.2281989441512,"softmax(Q) * gaze",-4.74242069287464
19,12.2281989441512,"softmax(Q) + gaze",-3.8148484265783
20,-13.9254095582106,"Q",3.27489809735312
20,-13.9254095582106,"Q * gaze",-1.59987036995942
20,-13.9254095582106,"Q + gaze",-0.627555458444197
20,-13.9254095582106,"softmax(Q)",-5.39931713993452
20,-13.9254095582106,"softmax(Q * gaze)",-0.106398761828593
20,-13.9254095582106,"softmax(Q) * gaze",-10.2119535968932
20,-13.9254095582106,"softmax(Q) + gaze",-4.08869089260564
21,-42.1025156988052,"Q",2.33109179828635
21,-42.1025156988052,"Q * gaze",-8.83682063716326
21,-42.1025156988052,"Q + gaze",-2.15191788031934
21,-42.1025156988052,"softmax(Q)",-7.86876128472088
21,-42.1025156988052,"softmax(Q * gaze)",-3.87808717336479
21,-42.1025156988052,"softmax(Q) * gaze",-18.4150759655711
21,-42.1025156988052,"softmax(Q) + gaze",-7.34448079324252
23,-23.6633834398444,"Q",-4.88340277814552
23,-23.6633834398444,"Q * gaze",-11.509245434755
23,-23.6633834398444,"Q + gaze",-5.95209178379184
23,-23.6633834398444,"softmax(Q)",-16.6221061787553
23,-23.6633834398444,"softmax(Q * gaze)",-0.966982137102505
23,-23.6633834398444,"softmax(Q) * gaze",-19.276376714151
23,-23.6633834398444,"softmax(Q) + gaze",-14.9679647311607
24,7.18082133926091,"Q",0.0140824700617511
24,7.18082133926091,"Q * gaze",0.392636587294038
24,7.18082133926091,"Q + gaze",0.652520263066323
24,7.18082133926091,"softmax(Q)",-2.16026013377954
24,7.18082133926091,"softmax(Q * gaze)",-0.784901914925692
24,7.18082133926091,"softmax(Q) * gaze",-1.49472563728
24,7.18082133926091,"softmax(Q) + gaze",-0.7819108277571
25,-8.00283023061962,"Q",-2.29276148540664
25,-8.00283023061962,"Q * gaze",-5.71584982751181
25,-8.00283023061962,"Q + gaze",-2.58915681522896
25,-8.00283023061962,"softmax(Q)",-9.23072399550099
25,-8.00283023061962,"softmax(Q * gaze)",-0.165743061674313
25,-8.00283023061962,"softmax(Q) * gaze",-10.521934170231
25,-8.00283023061962,"softmax(Q) + gaze",-3.53142798867738
26,-15.4071811614337,"Q",-0.33196004234856
26,-15.4071811614337,"Q * gaze",-9.89214804093278
26,-15.4071811614337,"Q + gaze",-7.01422386303447
26,-15.4071811614337,"softmax(Q)",-4.78870325353535
26,-15.4071811614337,"softmax(Q * gaze)",-0.869921996073738
26,-15.4071811614337,"softmax(Q) * gaze",-13.3927890802821
26,-15.4071811614337,"softmax(Q) + gaze",-9.41297420339769
27,-1.38183828841345,"Q",-0.366537354941404
27,-1.38183828841345,"Q * gaze",1.30886206044241
27,-1.38183828841345,"Q + gaze",-0.111146260971702
27,-1.38183828841345,"softmax(Q)",-2.96504107902878
27,-1.38183828841345,"softmax(Q * gaze)",-0.873719395940119
27,-1.38183828841345,"softmax(Q) * gaze",-2.30357832083689
27,-1.38183828841345,"softmax(Q) + gaze",-2.6888532862142
28,-22.3483225896082,"Q",-2.20528864448896
28,-22.3483225896082,"Q * gaze",-6.91130075620006
28,-22.3483225896082,"Q + gaze",-3.42109699102914
28,-22.3483225896082,"softmax(Q)",-15.1259039988785
28,-22.3483225896082,"softmax(Q * gaze)",2.61750040469064
28,-22.3483225896082,"softmax(Q) * gaze",-16.6180623165392
28,-22.3483225896082,"softmax(Q) + gaze",-11.696229330827
29,33.6899113642679,"Q",-0.716336829359682
29,33.6899113642679,"Q * gaze",-2.43974490090219
29,33.6899113642679,"Q + gaze",-1.21571961239927
29,33.6899113642679,"softmax(Q)",-1.32104185207748
29,33.6899113642679,"softmax(Q * gaze)",-1.63169450809595
29,33.6899113642679,"softmax(Q) * gaze",-3.11482607029636
29,33.6899113642679,"softmax(Q) + gaze",-2.81309327116671
30,10.5168496804668,"Q",-4.58832741096302
30,10.5168496804668,"Q * gaze",-5.52121548253045
30,10.5168496804668,"Q + gaze",-4.57880323109597
30,10.5168496804668,"softmax(Q)",-3.53501950928429
30,10.5168496804668,"softmax(Q * gaze)",-1.07798867145432
30,10.5168496804668,"softmax(Q) * gaze",-5.59665915640854
30,10.5168496804668,"softmax(Q) + gaze",-3.83190206682802
31,8.04177577104752,"Q",-3.85886367681587
31,8.04177577104752,"Q * gaze",-2.34453805172264
31,8.04177577104752,"Q + gaze",0.481660861262727
31,8.04177577104752,"softmax(Q)",-14.6036203355517
31,8.04177577104752,"softmax(Q * gaze)",-0.930679701229778
31,8.04177577104752,"softmax(Q) * gaze",-17.5577741022511
31,8.04177577104752,"softmax(Q) + gaze",-7.60702345666503
32,9.68642433422639,"Q",-7.7103866348766
32,9.68642433422639,"Q * gaze",-4.06786793252202
32,9.68642433422639,"Q + gaze",-2.69231307987971
32,9.68642433422639,"softmax(Q)",-12.2618491950581
32,9.68642433422639,"softmax(Q * gaze)",2.41717542180566
32,9.68642433422639,"softmax(Q) * gaze",-6.25715505072112
32,9.68642433422639,"softmax(Q) + gaze",-5.18002205351623
35,20.1254656464801,"Q",-0.639864198903436
35,20.1254656464801,"Q * gaze",-4.86670329911883
35,20.1254656464801,"Q + gaze",-3.15645675621958
35,20.1254656464801,"softmax(Q)",-0.469918890047607
35,20.1254656464801,"softmax(Q * gaze)",-0.0650803001366508
35,20.1254656464801,"softmax(Q) * gaze",-4.15431401793792
35,20.1254656464801,"softmax(Q) + gaze",-2.15396264443071
36,22.5077110308419,"Q",-0.0159473629588706
36,22.5077110308419,"Q * gaze",7.62860954353128
36,22.5077110308419,"Q + gaze",-0.414912069773774
36,22.5077110308419,"softmax(Q)",-1.69692012715668
36,22.5077110308419,"softmax(Q * gaze)",-0.233961193678191
36,22.5077110308419,"softmax(Q) * gaze",6.43803263490763
36,22.5077110308419,"softmax(Q) + gaze",-1.04444599665028
37,-16.1239149763823,"Q",2.48533607243794
37,-16.1239149763823,"Q * gaze",-0.669388999764179
37,-16.1239149763823,"Q + gaze",-0.157809935367677
37,-16.1239149763823,"softmax(Q)",-12.0108430914968
37,-16.1239149763823,"softmax(Q * gaze)",-1.36048706180529
37,-16.1239149763823,"softmax(Q) * gaze",-12.8079131286729
37,-16.1239149763823,"softmax(Q) + gaze",-6.78378987251153
38,-21.3602395109753,"Q",-3.03979805518329
38,-21.3602395109753,"Q * gaze",-5.5189516562635
38,-21.3602395109753,"Q + gaze",-2.11373758384578
38,-21.3602395109753,"softmax(Q)",-11.3355378411506
38,-21.3602395109753,"softmax(Q * gaze)",-0.916249410763625
38,-21.3602395109753,"softmax(Q) * gaze",-13.2431386720537
38,-21.3602395109753,"softmax(Q) + gaze",-5.4797010744855
39,7.57735565434844,"Q",0.233595172680564
39,7.57735565434844,"Q * gaze",-5.73180161877167
39,7.57735565434844,"Q + gaze",-3.33534247864835
39,7.57735565434844,"softmax(Q)",-5.51302330484077
39,7.57735565434844,"softmax(Q * gaze)",0.114062285196525
39,7.57735565434844,"softmax(Q) * gaze",-10.2765088977018
39,7.57735565434844,"softmax(Q) + gaze",-7.15303147689805
40,5.93166935259795,"Q",-1.57943324355159
40,5.93166935259795,"Q * gaze",-3.39778370004946
40,5.93166935259795,"Q + gaze",-1.95063797621283
40,5.93166935259795,"softmax(Q)",-3.01698561920033
40,5.93166935259795,"softmax(Q * gaze)",0.14253670375612
40,5.93166935259795,"softmax(Q) * gaze",-4.69068118566448
40,5.93166935259795,"softmax(Q) + gaze",-1.54522075012349
41,10.7927363156432,"Q",0.0342605530704336
41,10.7927363156432,"Q * gaze",-2.01757017758113
41,10.7927363156432,"Q + gaze",-1.17436673584006
41,10.7927363156432,"softmax(Q)",-1.6145059196772
41,10.7927363156432,"softmax(Q * gaze)",0.0508462695599984
41,10.7927363156432,"softmax(Q) * gaze",-2.87635800703591
41,10.7927363156432,"softmax(Q) + gaze",-2.578393649662
42,-27.3391191997777,"Q",-4.64949328989292
42,-27.3391191997777,"Q * gaze",-9.80487208819607
42,-27.3391191997777,"Q + gaze",-4.87653830257972
42,-27.3391191997777,"softmax(Q)",-15.3600028640832
42,-27.3391191997777,"softmax(Q * gaze)",-1.93947295336573
42,-27.3391191997777,"softmax(Q) * gaze",-22.0095924685788
42,-27.3391191997777,"softmax(Q) + gaze",-15.9351070401296
43,-20.6035973881634,"Q",-2.84158432712962
43,-20.6035973881634,"Q * gaze",-0.491427681863494
43,-20.6035973881634,"Q + gaze",-3.1645153404746
43,-20.6035973881634,"softmax(Q)",-13.222322871786
43,-20.6035973881634,"softmax(Q * gaze)",-1.73626829728363
43,-20.6035973881634,"softmax(Q) * gaze",-8.43280923921586
43,-20.6035973881634,"softmax(Q) + gaze",-9.5024146383523
44,-7.86747220561167,"Q",-5.62299402509385
44,-7.86747220561167,"Q * gaze",-4.64641188884598
44,-7.86747220561167,"Q + gaze",-4.85265657573028
44,-7.86747220561167,"softmax(Q)",-9.80604565625509
44,-7.86747220561167,"softmax(Q * gaze)",-2.90375329639419
44,-7.86747220561167,"softmax(Q) * gaze",-4.36874561290889
44,-7.86747220561167,"softmax(Q) + gaze",-9.79904379808704
45,-41.1149847179772,"Q",-3.51269119542907
45,-41.1149847179772,"Q * gaze",-7.83693526313125
45,-41.1149847179772,"Q + gaze",-4.16081506002217
45,-41.1149847179772,"softmax(Q)",-12.1314548937832
45,-41.1149847179772,"softmax(Q * gaze)",-3.55869416620404
45,-41.1149847179772,"softmax(Q) * gaze",-13.5270562651398
45,-41.1149847179772,"softmax(Q) + gaze",-10.4627759957028
46,4.63918560711309,"Q",-0.0186323463342123
46,4.63918560711309,"Q * gaze",-2.64274153527464
46,4.63918560711309,"Q + gaze",-0.486456815698173
46,4.63918560711309,"softmax(Q)",0.248441099895324
46,4.63918560711309,"softmax(Q * gaze)",-0.113471130710065
46,4.63918560711309,"softmax(Q) * gaze",-1.49773100671325
46,4.63918560711309,"softmax(Q) + gaze",-0.211778097165427
47,-16.8306385106974,"Q",-1.06434655581909
47,-16.8306385106974,"Q * gaze",-1.77834806125734
47,-16.8306385106974,"Q + gaze",-1.33941546898787
47,-16.8306385106974,"softmax(Q)",-5.01898215467999
47,-16.8306385106974,"softmax(Q * gaze)",-0.652580219709792
47,-16.8306385106974,"softmax(Q) * gaze",-3.21690414062873
47,-16.8306385106974,"softmax(Q) + gaze",-4.91604654116857
48,-27.2002475687691,"Q",-7.17146310562887
48,-27.2002475687691,"Q * gaze",-12.2488541124133
48,-27.2002475687691,"Q + gaze",-7.10582854440224
48,-27.2002475687691,"softmax(Q)",-16.7038431744466
48,-27.2002475687691,"softmax(Q * gaze)",0.210372960139412
48,-27.2002475687691,"softmax(Q) * gaze",-14.3215902099795
48,-27.2002475687691,"softmax(Q) + gaze",-12.1713504786777
49,2.35861128091138,"Q",-3.48198843747618
49,2.35861128091138,"Q * gaze",-7.07826313832043
49,2.35861128091138,"Q + gaze",-2.8203060548832
49,2.35861128091138,"softmax(Q)",-5.23599376230777
49,2.35861128091138,"softmax(Q * gaze)",2.4325199111756
49,2.35861128091138,"softmax(Q) * gaze",-10.3353723574627
49,2.35861128091138,"softmax(Q) + gaze",-6.76625443455192
50,-65.310445859587,"Q",1.7832740443896
50,-65.310445859587,"Q * gaze",-13.0124895960903
50,-65.310445859587,"Q + gaze",-13.1124392950265
50,-65.310445859587,"softmax(Q)",-7.95882123843593
50,-65.310445859587,"softmax(Q * gaze)",-1.59036706488685
50,-65.310445859587,"softmax(Q) * gaze",-20.7298984444378
50,-65.310445859587,"softmax(Q) + gaze",-16.1351482169999
52,-44.3510527924423,"Q",-4.78399098252059
52,-44.3510527924423,"Q * gaze",-3.13566730560456
52,-44.3510527924423,"Q + gaze",-2.81140106613028
52,-44.3510527924423,"softmax(Q)",-13.6242015943361
52,-44.3510527924423,"softmax(Q * gaze)",-4.25240813070434
52,-44.3510527924423,"softmax(Q) * gaze",-10.3469748243778
52,-44.3510527924423,"softmax(Q) + gaze",-11.2329591600964
53,-22.7710080577938,"Q",-3.36028533250813
53,-22.7710080577938,"Q * gaze",-5.57278541494644
53,-22.7710080577938,"Q + gaze",-2.95917162416812
53,-22.7710080577938,"softmax(Q)",-13.7304166176985
53,-22.7710080577938,"softmax(Q * gaze)",-0.231114998099726
53,-22.7710080577938,"softmax(Q) * gaze",-16.3681697637024
53,-22.7710080577938,"softmax(Q) + gaze",-10.0960893157919
54,-27.7668888580161,"Q",-0.557167551220093
54,-27.7668888580161,"Q * gaze",-7.38267321668374
54,-27.7668888580161,"Q + gaze",-2.87541887901287
54,-27.7668888580161,"softmax(Q)",-9.71836893261451
54,-27.7668888580161,"softmax(Q * gaze)",-3.05839179393921
54,-27.7668888580161,"softmax(Q) * gaze",-16.2926980060397
54,-27.7668888580161,"softmax(Q) + gaze",-7.77029521912488
56,-18.3257568769102,"Q",-2.69748321787199
56,-18.3257568769102,"Q * gaze",-4.82039224790992
56,-18.3257568769102,"Q + gaze",-1.82763813589256
56,-18.3257568769102,"softmax(Q)",-10.7539419797131
56,-18.3257568769102,"softmax(Q * gaze)",0.548816717662767
56,-18.3257568769102,"softmax(Q) * gaze",-10.4347545399481
56,-18.3257568769102,"softmax(Q) + gaze",-7.64890376101096
57,0.582025006946393,"Q",-3.94244312269936
57,0.582025006946393,"Q * gaze",-5.5508408014536
57,0.582025006946393,"Q + gaze",-3.77426594748452
57,0.582025006946393,"softmax(Q)",-2.43521096037087
57,0.582025006946393,"softmax(Q * gaze)",2.66464658529884
57,0.582025006946393,"softmax(Q) * gaze",-4.26337744966605
57,0.582025006946393,"softmax(Q) + gaze",-3.60086303625357
58,3.72100805779382,"Q",-0.15042721859815
58,3.72100805779382,"Q * gaze",2.13926434435456
58,3.72100805779382,"Q + gaze",1.16619460665475
58,3.72100805779382,"softmax(Q)",-3.61672707098964
58,3.72100805779382,"softmax(Q * gaze)",2.50587827559277
58,3.72100805779382,"softmax(Q) * gaze",1.90640766277415
58,3.72100805779382,"softmax(Q) + gaze",-3.07342615392683
59,-1.58765129202555,"Q",0.750196840443709
59,-1.58765129202555,"Q * gaze",1.93301542866345
59,-1.58765129202555,"Q + gaze",1.4680677755966
59,-1.58765129202555,"softmax(Q)",-5.25454230676092
59,-1.58765129202555,"softmax(Q * gaze)",-0.588157867107196
59,-1.58765129202555,"softmax(Q) * gaze",-2.6518261788976
59,-1.58765129202555,"softmax(Q) + gaze",-3.16253507691278
65,-30.5370097249236,"Q",0.21963642964412
65,-30.5370097249236,"Q * gaze",1.83974097538259
65,-30.5370097249236,"Q + gaze",1.60806978165648
65,-30.5370097249236,"softmax(Q)",-4.98886692079601
65,-30.5370097249236,"softmax(Q * gaze)",0.606714549797696
65,-30.5370097249236,"softmax(Q) * gaze",0.0322260979630841
65,-30.5370097249236,"softmax(Q) + gaze",-4.20206621199677
66,-10.0728908030008,"Q",-0.282036887096199
66,-10.0728908030008,"Q * gaze",-3.80723631171588
66,-10.0728908030008,"Q + gaze",-2.22551806594713
66,-10.0728908030008,"softmax(Q)",-0.0894122039853661
66,-10.0728908030008,"softmax(Q * gaze)",-1.65766939184838
66,-10.0728908030008,"softmax(Q) * gaze",-4.57670571299288
66,-10.0728908030008,"softmax(Q) + gaze",-2.15516156120476
67,-37.5651278132814,"Q",0.681726063746273
67,-37.5651278132814,"Q * gaze",-0.424720715813721
67,-37.5651278132814,"Q + gaze",-0.284403645839422
67,-37.5651278132814,"softmax(Q)",0.713392926790203
67,-37.5651278132814,"softmax(Q * gaze)",0.401143363677535
67,-37.5651278132814,"softmax(Q) * gaze",-0.414156835383557
67,-37.5651278132814,"softmax(Q) + gaze",-0.470989359102327
68,5.62035954431786,"Q",-1.98878923635707
68,5.62035954431786,"Q * gaze",1.04792571155925
68,5.62035954431786,"Q + gaze",-0.91285514954282
68,5.62035954431786,"softmax(Q)",-3.79284502679408
68,5.62035954431786,"softmax(Q * gaze)",1.0174114953219
68,5.62035954431786,"softmax(Q) * gaze",-1.37048092603599
68,5.62035954431786,"softmax(Q) + gaze",-0.55691967204073
69,5.22712058905253,"Q",-3.58293588009039
69,5.22712058905253,"Q * gaze",-1.04821816688779
69,5.22712058905253,"Q + gaze",-2.14051321632176
69,5.22712058905253,"softmax(Q)",-9.23044069306045
69,5.22712058905253,"softmax(Q * gaze)",-2.6779810049506
69,5.22712058905253,"softmax(Q) * gaze",-6.81092075899269
69,5.22712058905253,"softmax(Q) + gaze",-3.80073160400942
70,-17.5249886079466,"Q",-6.38460900499325
70,-17.5249886079466,"Q * gaze",6.74667304536129
70,-17.5249886079466,"Q + gaze",-3.62347237669916
70,-17.5249886079466,"softmax(Q)",-12.264680326815
70,-17.5249886079466,"softmax(Q * gaze)",1.2188568980148
70,-17.5249886079466,"softmax(Q) * gaze",2.54213253097527
70,-17.5249886079466,"softmax(Q) + gaze",-3.85720278097175
71,-23.2176357321478,"Q",-1.19560347554244
71,-23.2176357321478,"Q * gaze",-4.02276093638043
71,-23.2176357321478,"Q + gaze",0.963846535363192
71,-23.2176357321478,"softmax(Q)",-14.5342515387928
71,-23.2176357321478,"softmax(Q * gaze)",-4.58774261113847
71,-23.2176357321478,"softmax(Q) * gaze",-13.3759892127564
71,-23.2176357321478,"softmax(Q) + gaze",-10.9809399826122
73,-24.1992878577383,"Q",-6.04718139065356
73,-24.1992878577383,"Q * gaze",-2.32384280093055
73,-24.1992878577383,"Q + gaze",-2.49769053780423
73,-24.1992878577383,"softmax(Q)",-5.54473261786287
73,-24.1992878577383,"softmax(Q * gaze)",-0.304986369322206
73,-24.1992878577383,"softmax(Q) * gaze",-3.4612105783165
73,-24.1992878577383,"softmax(Q) + gaze",-3.09151107092163
78,8.50917310363991,"Q",1.10415715033398
78,8.50917310363991,"Q * gaze",-4.78194401081324
78,8.50917310363991,"Q + gaze",-2.66331149818667
78,8.50917310363991,"softmax(Q)",-1.46112279409004
78,8.50917310363991,"softmax(Q * gaze)",-2.93863669683022
78,8.50917310363991,"softmax(Q) * gaze",-4.33542639955648
78,8.50917310363991,"softmax(Q) + gaze",-5.96475271774976
80,-53.8323161020146,"Q",-2.73167809632541
80,-53.8323161020146,"Q * gaze",-21.7595750223737
80,-53.8323161020146,"Q + gaze",-13.9970235990741
80,-53.8323161020146,"softmax(Q)",-12.2965751484609
80,-53.8323161020146,"softmax(Q * gaze)",-3.87610953158277
80,-53.8323161020146,"softmax(Q) * gaze",-26.1774424811174
80,-53.8323161020146,"softmax(Q) + gaze",-16.3027698312879
81,-36.6809830508474,"Q",-3.47255458969769
81,-36.6809830508474,"Q * gaze",-14.9380632373862
81,-36.6809830508474,"Q + gaze",-6.21740408476282
81,-36.6809830508474,"softmax(Q)",-12.3998522652369
81,-36.6809830508474,"softmax(Q * gaze)",-1.29490810465164
81,-36.6809830508474,"softmax(Q) * gaze",-24.5667895127889
81,-36.6809830508474,"softmax(Q) + gaze",-11.3511871917401
82,14.2851964434565,"Q",1.46917852253558
82,14.2851964434565,"Q * gaze",2.17922892654388
82,14.2851964434565,"Q + gaze",0.6601851430933
82,14.2851964434565,"softmax(Q)",-2.49281281502142
82,14.2851964434565,"softmax(Q * gaze)",-0.707041664280443
82,14.2851964434565,"softmax(Q) * gaze",-0.698525213118363
82,14.2851964434565,"softmax(Q) + gaze",-1.69049482104638
83,-33.9534490136149,"Q",-5.99264361732174
83,-33.9534490136149,"Q * gaze",-8.59353989737641
83,-33.9534490136149,"Q + gaze",-5.31151244131926
83,-33.9534490136149,"softmax(Q)",-9.46667026959446
83,-33.9534490136149,"softmax(Q * gaze)",-2.60306842436918
83,-33.9534490136149,"softmax(Q) * gaze",-12.3594693144404
83,-33.9534490136149,"softmax(Q) + gaze",-7.28404395831985
84,-23.1553092525702,"Q",-4.25382908872531
84,-23.1553092525702,"Q * gaze",-4.98158933203554
84,-23.1553092525702,"Q + gaze",-4.31798204079795
84,-23.1553092525702,"softmax(Q)",-7.177316768475
84,-23.1553092525702,"softmax(Q * gaze)",-2.71912876839222
84,-23.1553092525702,"softmax(Q) * gaze",-8.21541445197121
84,-23.1553092525702,"softmax(Q) + gaze",-6.77148369032573
85,-6.9100944706863,"Q",-0.0358725084233825
85,-6.9100944706863,"Q * gaze",2.7264891574333
85,-6.9100944706863,"Q + gaze",0.750170649542599
85,-6.9100944706863,"softmax(Q)",-0.212633696911039
85,-6.9100944706863,"softmax(Q * gaze)",0.333502699927461
85,-6.9100944706863,"softmax(Q) * gaze",0.876100528185618
85,-6.9100944706863,"softmax(Q) + gaze",0.284890147084256
88,-11.4205040288969,"Q",-0.938765289369585
88,-11.4205040288969,"Q * gaze",-4.79491110978966
88,-11.4205040288969,"Q + gaze",-3.56310189313334
