"subject","slope","model","fit"
88,-11.4205040288969,"softmax(Q)",-0.429571775313852
88,-11.4205040288969,"softmax(Q * gaze)",-1.30138439499654
88,-11.4205040288969,"softmax(Q) * gaze",-6.57388836460648
88,-11.4205040288969,"softmax(Q) + gaze",-5.09536040051873
90,18.0634359544318,"Q",-0.537884447245475
90,18.0634359544318,"Q * gaze",9.32813092291031
90,18.0634359544318,"Q + gaze",8.1182398109967
90,18.0634359544318,"softmax(Q)",-1.70276978231814
90,18.0634359544318,"softmax(Q * gaze)",1.53977136336397
90,18.0634359544318,"softmax(Q) * gaze",6.10852535020425
90,18.0634359544318,"softmax(Q) + gaze",9.03410929407861
60,-27.8984779105307,"Q",-2.74489868256479
60,-27.8984779105307,"Q * gaze",-7.43606923656492
60,-27.8984779105307,"Q + gaze",-3.50178402862017
60,-27.8984779105307,"softmax(Q)",-4.96888860798962
60,-27.8984779105307,"softmax(Q * gaze)",-3.23514359935222
60,-27.8984779105307,"softmax(Q) * gaze",-7.75373826305703
60,-27.8984779105307,"softmax(Q) + gaze",-5.43601739254497
61,-22.6083637121423,"Q",-2.39725430258656
61,-22.6083637121423,"Q * gaze",-2.04399362179155
61,-22.6083637121423,"Q + gaze",-0.765355085821586
61,-22.6083637121423,"softmax(Q)",-5.26763961971
61,-22.6083637121423,"softmax(Q * gaze)",1.4196134722627
61,-22.6083637121423,"softmax(Q) * gaze",-4.9092669820311
61,-22.6083637121423,"softmax(Q) + gaze",-2.39265626375366
62,18.2185576549041,"Q",0.14551285273268
62,18.2185576549041,"Q * gaze",-2.86173953029064
62,18.2185576549041,"Q + gaze",-0.898997443291895
62,18.2185576549041,"softmax(Q)",0.223818702629266
62,18.2185576549041,"softmax(Q * gaze)",0.317137298429518
62,18.2185576549041,"softmax(Q) * gaze",-1.87940823913161
62,18.2185576549041,"softmax(Q) + gaze",-1.28918540870007
63,-40.4646646290636,"Q",-7.60177747947162
63,-40.4646646290636,"Q * gaze",-8.38202520078301
63,-40.4646646290636,"Q + gaze",-7.0288048192429
63,-40.4646646290636,"softmax(Q)",-12.4686783095188
63,-40.4646646290636,"softmax(Q * gaze)",0.859264225536619
63,-40.4646646290636,"softmax(Q) * gaze",-5.99617382399854
63,-40.4646646290636,"softmax(Q) + gaze",-7.96171907198827
64,-31.3595965403896,"Q",-6.48215432464644
64,-31.3595965403896,"Q * gaze",-4.57511665904546
64,-31.3595965403896,"Q + gaze",-2.96693611642135
64,-31.3595965403896,"softmax(Q)",-11.1886267909016
64,-31.3595965403896,"softmax(Q * gaze)",0.295670800847171
64,-31.3595965403896,"softmax(Q) * gaze",-5.92029854284807
64,-31.3595965403896,"softmax(Q) + gaze",-5.48949112954136
72,8.16125257015839,"Q",1.21213309265422
72,8.16125257015839,"Q * gaze",3.18519402382647
72,8.16125257015839,"Q + gaze",3.64646800019921
72,8.16125257015839,"softmax(Q)",0.614043716258693
72,8.16125257015839,"softmax(Q * gaze)",0.262215739834033
72,8.16125257015839,"softmax(Q) * gaze",2.37713433561757
72,8.16125257015839,"softmax(Q) + gaze",1.65230845707013
74,-27.503138093915,"Q",-3.79220883248421
74,-27.503138093915,"Q * gaze",-3.96964257593558
74,-27.503138093915,"Q + gaze",-3.32678728496624
74,-27.503138093915,"softmax(Q)",-12.0699610274725
74,-27.503138093915,"softmax(Q * gaze)",-0.890570898863139
74,-27.503138093915,"softmax(Q) * gaze",-11.2491706272809
74,-27.503138093915,"softmax(Q) + gaze",-8.65041358394433
75,-6.51939566546261,"Q",-0.356776154615013
75,-6.51939566546261,"Q * gaze",4.22951263122077
75,-6.51939566546261,"Q + gaze",-0.345491370564512
75,-6.51939566546261,"softmax(Q)",-1.70530953747868
75,-6.51939566546261,"softmax(Q * gaze)",-0.0208194621783079
75,-6.51939566546261,"softmax(Q) * gaze",2.10957830687948
75,-6.51939566546261,"softmax(Q) + gaze",-0.912967052929389
76,-17.6052122811892,"Q",2.39270751495075
76,-17.6052122811892,"Q * gaze",-0.79585305984935
76,-17.6052122811892,"Q + gaze",0.283437307601228
76,-17.6052122811892,"softmax(Q)",-7.97884395015926
76,-17.6052122811892,"softmax(Q * gaze)",-2.11920631274747
76,-17.6052122811892,"softmax(Q) * gaze",-13.8709789642837
76,-17.6052122811892,"softmax(Q) + gaze",-5.66006451736426
77,-10.8821714365101,"Q",-1.11416351006942
77,-10.8821714365101,"Q * gaze",-2.48253494364388
77,-10.8821714365101,"Q + gaze",-0.225365985625988
77,-10.8821714365101,"softmax(Q)",-3.19255718778375
77,-10.8821714365101,"softmax(Q * gaze)",-1.55376211995555
77,-10.8821714365101,"softmax(Q) * gaze",-3.59867550926853
77,-10.8821714365101,"softmax(Q) + gaze",0.107053655479589
79,-10.7701325368158,"Q",-1.02320032911875
79,-10.7701325368158,"Q * gaze",-4.67227312362512
79,-10.7701325368158,"Q + gaze",-1.29357024649639
79,-10.7701325368158,"softmax(Q)",-10.6101448745101
79,-10.7701325368158,"softmax(Q * gaze)",-5.52560624451025
79,-10.7701325368158,"softmax(Q) * gaze",-9.61792527193418
79,-10.7701325368158,"softmax(Q) + gaze",-6.47584962314375
86,9.59860905807168,"Q",-1.48473874748109
86,9.59860905807168,"Q * gaze",-2.45081610886515
86,9.59860905807168,"Q + gaze",-1.87935263480229
86,9.59860905807168,"softmax(Q)",-4.95191952337212
86,9.59860905807168,"softmax(Q * gaze)",-0.0389954076006771
86,9.59860905807168,"softmax(Q) * gaze",0.407893277186559
86,9.59860905807168,"softmax(Q) + gaze",-4.45228292448908
89,-58.2836186733806,"Q",-4.43979589670491
89,-58.2836186733806,"Q * gaze",-17.6105529692084
89,-58.2836186733806,"Q + gaze",-9.39107322649429
89,-58.2836186733806,"softmax(Q)",-6.35582119420599
89,-58.2836186733806,"softmax(Q * gaze)",-0.287321357414551
89,-58.2836186733806,"softmax(Q) * gaze",-20.0200139147478
89,-58.2836186733806,"softmax(Q) + gaze",-14.5482255405377
