"subject","acc","model","fit"
86,0.816666666666667,"softmax(Q) * gaze",0.783833333333333
86,0.816666666666667,"softmax(Q) + gaze",0.744333333333333
88,0.65,"Q",0.568833333333333
88,0.65,"Q * gaze",0.5635
88,0.65,"Q + gaze",0.581666666666666
88,0.65,"softmax(Q)",0.637166666666667
88,0.65,"softmax(Q * gaze)",0.682833333333333
88,0.65,"softmax(Q) * gaze",0.6035
88,0.65,"softmax(Q) + gaze",0.627
89,0.533333333333333,"Q",0.638
89,0.533333333333333,"Q * gaze",0.603333333333334
89,0.533333333333333,"Q + gaze",0.572166666666667
89,0.533333333333333,"softmax(Q)",0.689833333333334
89,0.533333333333333,"softmax(Q * gaze)",0.603166666666667
89,0.533333333333333,"softmax(Q) * gaze",0.6115
89,0.533333333333333,"softmax(Q) + gaze",0.626666666666667
90,0.7,"Q",0.614333333333333
90,0.7,"Q * gaze",0.596
90,0.7,"Q + gaze",0.569833333333333
90,0.7,"softmax(Q)",0.645
90,0.7,"softmax(Q * gaze)",0.674833333333334
90,0.7,"softmax(Q) * gaze",0.6295
90,0.7,"softmax(Q) + gaze",0.647833333333333
