"subject","trial_number","block","context","left_index","right_index","correct_resp","CHOICE_KEY","RT","left_outcome","right_outcome","chosen_option","EV_left","EV_right","correct_option","correct","choice","choice_id","pre_fix_left","pre_fix_right"
1,1,"learning",1,1,2,"right","Right",3850.14,16,19,2,15,18,1,1,2,2,0.597014925373134,0.402985074626866
1,2,"learning",3,5,6,"right","Right",2279.89,28,30,6,27,30,5,1,6,2,0.339080459770115,0.660919540229885
1,3,"learning",3,6,5,"left","Left",2491.91,28,30,6,30,27,5,1,6,1,0.75796178343949,0.24203821656051
1,4,"learning",2,3,4,"right","Right",2273.62,20,23,4,21,24,3,1,4,2,0,1
1,5,"learning",1,1,2,"right","Right",1670.8,16,19,2,15,18,1,1,2,2,0.554455445544555,0.445544554455446
1,6,"learning",2,3,4,"right","Left",4256.44,22,25,3,21,24,3,0,3,1,0.405091558731577,0.594908441268423
1,7,"learning",3,6,5,"left","Left",2072.33,27,30,6,30,27,5,1,6,1,0.331162790697674,0.668837209302325
1,8,"learning",3,6,5,"left","Right",1789.49,32,26,5,30,27,5,0,5,2,0.5,0.5
1,9,"learning",2,3,4,"right","Right",1608.77,18,23,4,21,24,3,1,4,2,0.474178403755869,0.525821596244131
1,10,"learning",1,2,1,"left","Left",2478.27,20,16,2,18,15,1,1,2,1,0.483490566037736,0.516509433962264
1,11,"learning",4,8,7,"left","Right",2001.59,38,32,7,36,33,7,0,7,2,0.315503173164098,0.684496826835902
1,12,"learning",3,5,6,"right","Right",3899.96,28,30,6,27,30,5,1,6,2,0.56427255985267,0.43572744014733
1,13,"learning",2,4,3,"left","Left",2586.81,26,19,4,24,21,3,1,4,1,0.636363636363636,0.363636363636364
1,14,"learning",1,1,2,"right","Right",1346,14,17,2,15,18,1,1,2,2,0.364333652924257,0.635666347075743
1,15,"learning",1,1,2,"right","Right",1365.64,16,18,2,15,18,1,1,2,2,0.51827242524917,0.481727574750831
1,16,"learning",2,3,4,"right","Left",2303.85,18,27,3,21,24,3,0,3,1,0.552995391705069,0.447004608294931
1,17,"learning",4,7,8,"right","Left",3214.59,30,36,7,33,36,7,0,7,1,0.440184049079755,0.559815950920245
1,18,"learning",2,3,4,"right","Right",2259.35,18,22,4,21,24,3,1,4,2,0.546651402404121,0.453348597595879
1,19,"learning",3,6,5,"left","Right",3064.22,32,26,5,30,27,5,0,5,2,0.459602111246447,0.540397888753553
1,20,"learning",1,1,2,"right","Right",1164.67,12,16,2,15,18,1,1,2,2,0.54,0.46
1,21,"learning",1,1,2,"right","Right",1632.21,16,14,2,15,18,1,1,2,2,0.704028021015762,0.295971978984238
1,22,"learning",1,2,1,"left","Right",2636.26,17,14,1,18,15,1,0,1,2,0.443786982248521,0.556213017751479
1,23,"learning",2,4,3,"left","Right",3235.63,24,20,3,24,21,3,0,3,2,0.612048192771084,0.387951807228916
1,24,"learning",1,2,1,"left","Left",1689.66,20,14,2,18,15,1,1,2,1,0.676396997497915,0.323603002502085
1,25,"learning",3,6,5,"left","Left",1771.6,29,26,6,30,27,5,1,6,1,0.606850335070737,0.393149664929263
1,26,"learning",4,8,7,"left","Left",2125.97,33,36,8,36,33,7,1,8,1,0.539267015706806,0.460732984293194
1,27,"learning",3,6,5,"left","Left",2859.55,31,27,6,30,27,5,1,6,1,0.438040345821326,0.561959654178674
1,28,"learning",4,7,8,"right","Left",3077.44,34,37,7,33,36,7,0,7,1,0.724581223217764,0.275418776782236
1,29,"learning",4,7,8,"right","Right",2081.28,34,36,8,33,36,7,1,8,2,0.397932816537468,0.602067183462532
1,30,"learning",2,4,3,"left","Right",2430.23,22,24,3,24,21,3,0,3,2,0.467908902691511,0.532091097308489
1,31,"learning",4,7,8,"right","Right",2714.34,30,35,8,33,36,7,1,8,2,0.375,0.625
1,32,"learning",1,2,1,"left","Left",1472.07,19,15,2,18,15,1,1,2,1,0.56734693877551,0.43265306122449
1,33,"learning",3,5,6,"right","Right",2392.64,24,33,6,27,30,5,1,6,2,0.482142857142857,0.517857142857143
1,34,"learning",1,2,1,"left","Left",917.07,20,14,2,18,15,1,1,2,1,0.369230769230769,0.630769230769231
1,35,"learning",4,7,8,"right","Right",2168.41,34,37,8,33,36,7,1,8,2,0.485591661557327,0.514408338442673
1,36,"learning",4,8,7,"left","Left",2940.23,36,30,8,36,33,7,1,8,1,0.654255319148936,0.345744680851064
1,37,"learning",4,8,7,"left","Left",1598.21,35,32,8,36,33,7,1,8,1,0.452671040299906,0.547328959700094
1,38,"learning",1,2,1,"left","Left",781.73,15,18,2,18,15,1,1,2,1,0.575539568345324,0.424460431654676
1,39,"learning",3,5,6,"right","Right",1442.32,28,29,6,27,30,5,1,6,2,0.371850564726325,0.628149435273675
1,40,"learning",2,3,4,"right","Right",1873.47,22,24,4,21,24,3,1,4,2,0.431205673758865,0.568794326241135
1,41,"learning",4,8,7,"left","Left",1536.64,36,32,8,36,33,7,1,8,1,0.668580803937654,0.331419196062346
1,42,"learning",2,4,3,"left","Left",1641.46,24,18,4,24,21,3,1,4,1,0.664429530201342,0.335570469798658
1,43,"learning",2,3,4,"right","Right",2519.7,23,25,4,21,24,3,1,4,2,0.36944583125312,0.63055416874688
1,44,"learning",2,4,3,"left","Left",1507.31,26,23,4,24,21,3,1,4,1,0.551219512195122,0.448780487804878
1,45,"learning",4,8,7,"left","Left",1703.82,37,35,8,36,33,7,1,8,1,0.596330275229358,0.403669724770642
1,46,"learning",4,7,8,"right","Right",1132.33,34,35,8,33,36,7,1,8,2,0.251748251748252,0.748251748251748
1,47,"learning",4,7,8,"right","Right",1000.44,30,34,8,33,36,7,1,8,2,0.337278106508876,0.662721893491124
1,48,"learning",2,4,3,"left","Left",1124.01,21,24,4,24,21,3,1,4,1,0.46,0.54
1,49,"learning",2,4,3,"left","Right",840.87,25,21,3,24,21,3,0,3,2,0.450106157112527,0.549893842887473
1,50,"learning",3,6,5,"left","Left",1764.95,30,28,6,30,27,5,1,6,1,0.5168,0.4832
1,51,"learning",1,2,1,"left","Left",984.05,18,16,2,18,15,1,1,2,1,0.587982832618026,0.412017167381974
1,52,"learning",3,5,6,"right","Right",2392.49,24,30,6,27,30,5,1,6,2,0.64509394572025,0.35490605427975
1,53,"learning",3,5,6,"right","Right",1921.88,28,31,6,27,30,5,1,6,2,0.573759347382733,0.426240652617267
1,54,"learning",1,1,2,"right","Right",1033.2,16,19,2,15,18,1,1,2,2,0.496774193548387,0.503225806451613
1,55,"learning",3,6,5,"left","Left",1314.67,31,29,6,30,27,5,1,6,1,0.558515699333968,0.441484300666032
1,56,"learning",4,7,8,"right","Right",2006.31,34,37,8,33,36,7,1,8,2,0.588474576271186,0.411525423728814
1,57,"learning",4,8,7,"left","Left",1185.83,37,33,8,36,33,7,1,8,1,0.46031746031746,0.53968253968254
1,58,"learning",1,1,2,"right","Right",775.55,16,17,2,15,18,1,1,2,2,0.29723991507431,0.70276008492569
1,59,"learning",1,2,1,"left","Left",720.54,20,13,2,18,15,1,1,2,1,0.803738317757009,0.196261682242991
1,60,"learning",4,8,7,"left","Left",2327.23,36,32,8,36,33,7,1,8,1,0.516886090440756,0.483113909559244
1,61,"learning",1,2,1,"left","Left",737.16,18,12,2,18,15,1,1,2,1,0.585585585585586,0.414414414414414
1,62,"learning",2,4,3,"left","Right",2369.76,23,20,3,24,21,3,0,3,2,0.4149377593361,0.5850622406639
1,63,"learning",3,5,6,"right","Right",1412.67,24,28,6,27,30,5,1,6,2,0.606837606837607,0.393162393162393
1,64,"learning",1,1,2,"right","Right",808.45,13,16,2,15,18,1,1,2,2,0.403603603603604,0.596396396396396
1,65,"learning",3,6,5,"left","Left",1155.03,30,26,6,30,27,5,1,6,1,0.453271028037383,0.546728971962617
1,66,"learning",2,3,4,"right","Right",1296.15,19,22,4,21,24,3,1,4,2,0.379719525350593,0.620280474649407
1,67,"learning",1,2,1,"left","Left",623.79,20,17,2,18,15,1,1,2,1,1,0
1,68,"learning",2,4,3,"left","Left",1728.35,23,21,4,24,21,3,1,4,1,0.601084430673896,0.398915569326104
1,69,"learning",3,5,6,"right","Right",930.72,31,29,6,27,30,5,1,6,2,0.273809523809524,0.726190476190476
1,70,"learning",3,5,6,"right","Left",1643.47,24,29,5,27,30,5,0,5,1,1,0
1,71,"learning",2,3,4,"right","Right",2019.8,22,25,4,21,24,3,1,4,2,0.576388888888889,0.423611111111111
1,72,"learning",2,4,3,"left","Left",2625.82,24,20,4,24,21,3,1,4,1,0.519607843137255,0.480392156862745
1,73,"learning",1,1,2,"right","Right",668.05,17,19,2,15,18,1,1,2,2,0.257471264367816,0.742528735632184
1,74,"learning",2,4,3,"left","Left",1134.43,26,20,4,24,21,3,1,4,1,0.691860465116279,0.308139534883721
1,75,"learning",4,8,7,"left","Left",1281.68,38,35,8,36,33,7,1,8,1,0.482233502538071,0.517766497461929
1,76,"learning",4,8,7,"left","Left",796.01,35,33,8,36,33,7,1,8,1,0.83629191321499,0.16370808678501
1,77,"learning",4,7,8,"right","Right",1142.25,34,36,8,33,36,7,1,8,2,0.538888888888889,0.461111111111111
1,78,"learning",1,1,2,"right","Right",670.35,19,17,2,15,18,1,1,2,2,0,1
1,79,"learning",4,8,7,"left","Left",1215.07,38,32,8,36,33,7,1,8,1,0.75741935483871,0.24258064516129
1,80,"learning",2,4,3,"left","Left",1744.46,26,22,4,24,21,3,1,4,1,0.306896551724138,0.693103448275862
1,81,"learning",1,2,1,"left","Left",1113.69,18,14,2,18,15,1,1,2,1,0.724137931034483,0.275862068965517
1,82,"learning",1,1,2,"right","Right",1408.29,12,17,2,15,18,1,1,2,2,0.204651162790698,0.795348837209302
1,83,"learning",3,6,5,"left","Right",2694.43,30,26,5,30,27,5,0,5,2,0.409430707303048,0.590569292696952
1,84,"learning",4,7,8,"right","Right",1101.87,34,32,8,33,36,7,1,8,2,0.467836257309941,0.532163742690059
1,85,"learning",2,3,4,"right","Right",1783.02,18,24,4,21,24,3,1,4,2,0.6625,0.3375
1,86,"learning",1,2,1,"left","Left",845.89,16,18,2,18,15,1,1,2,1,0.895238095238095,0.104761904761905
1,87,"learning",3,6,5,"left","Left",1396.81,32,29,6,30,27,5,1,6,1,0.5,0.5
1,88,"learning",2,3,4,"right","Right",1271.8,25,23,4,21,24,3,1,4,2,0.388753056234719,0.611246943765281
1,89,"learning",1,1,2,"right","Right",837.66,16,18,2,15,18,1,1,2,2,0.536231884057971,0.463768115942029
1,90,"learning",4,7,8,"right","Right",2128.9,35,37,8,33,36,7,1,8,2,0.545197740112994,0.454802259887006
1,91,"learning",1,2,1,"left","Left",793.19,19,17,2,18,15,1,1,2,1,0.609603340292276,0.390396659707724
1,92,"learning",4,8,7,"left","Right",1790.51,38,34,7,36,33,7,0,7,2,0.479495268138801,0.520504731861199
1,93,"learning",2,3,4,"right","Left",2562.12,22,24,3,21,24,3,0,3,1,0.542673107890499,0.457326892109501
1,94,"learning",2,3,4,"right","Right",1762.5,22,23,4,21,24,3,1,4,2,0.43167701863354,0.56832298136646
1,95,"learning",3,5,6,"right","Right",1566.12,25,28,6,27,30,5,1,6,2,0.426807760141093,0.573192239858906
1,96,"learning",4,7,8,"right","Right",1791.28,32,35,8,33,36,7,1,8,2,0.509834775767112,0.490165224232887
1,97,"learning",1,1,2,"right","Right",781.14,12,18,2,15,18,1,1,2,2,0.578947368421053,0.421052631578947
1,98,"learning",3,5,6,"right","Right",969.72,26,29,6,27,30,5,1,6,2,0.503184713375796,0.496815286624204
1,99,"learning",3,6,5,"left","Left",1176.06,32,28,6,30,27,5,1,6,1,0.680880330123796,0.319119669876204
1,100,"learning",3,5,6,"right","Right",1048.76,28,31,6,27,30,5,1,6,2,0.228260869565217,0.771739130434783
1,101,"learning",3,5,6,"right","Left",3659.3,28,31,5,27,30,5,0,5,1,0.671102661596958,0.328897338403042
1,102,"learning",3,5,6,"right","Right",846.61,28,26,6,27,30,5,1,6,2,0,1
1,103,"learning",3,6,5,"left","Left",1230.49,30,24,6,30,27,5,1,6,1,1,0
1,104,"learning",3,5,6,"right","Right",1645.18,29,31,6,27,30,5,1,6,2,0.284931506849315,0.715068493150685
1,105,"learning",4,8,7,"left","Left",1644.12,36,34,8,36,33,7,1,8,1,0.617834394904459,0.382165605095541
1,106,"learning",3,6,5,"left","Left",1520.31,32,25,6,30,27,5,1,6,1,0.636363636363636,0.363636363636364
1,107,"learning",2,4,3,"left","Left",2028.43,24,22,4,24,21,3,1,4,1,0.626470588235294,0.373529411764706
1,108,"learning",3,6,5,"left","Right",1485.41,29,27,5,30,27,5,0,5,2,0.358381502890173,0.641618497109827
1,109,"learning",4,7,8,"right","Right",1273.82,37,35,8,33,36,7,1,8,2,0.380116959064327,0.619883040935672
1,110,"learning",1,2,1,"left","Left",711.4,18,14,2,18,15,1,1,2,1,0.915129151291513,0.0848708487084871
1,111,"learning",2,3,4,"right","Left",1625.43,22,25,3,21,24,3,0,3,1,0.590106007067138,0.409893992932862
1,112,"learning",4,8,7,"left","Left",2831.33,34,36,8,36,33,7,1,8,1,0.563302752293578,0.436697247706422
1,113,"learning",2,4,3,"left","Right",2894.8,25,23,3,24,21,3,0,3,2,0.58161865569273,0.41838134430727
1,114,"learning",4,7,8,"right","Right",1535.94,31,34,8,33,36,7,1,8,2,0.572573463935886,0.427426536064114
1,115,"learning",2,4,3,"left","Left",1932.86,26,20,4,24,21,3,1,4,1,0.436923076923077,0.563076923076923
1,116,"learning",4,7,8,"right","Right",1340.37,30,39,8,33,36,7,1,8,2,0.634453781512605,0.365546218487395
1,117,"learning",1,1,2,"right","Right",1236.87,12,21,2,15,18,1,1,2,2,0.571428571428571,0.428571428571429
1,118,"learning",1,2,1,"left","Left",843.35,17,15,2,18,15,1,1,2,1,0.339622641509434,0.660377358490566
1,119,"learning",2,3,4,"right","Right",1570.77,22,20,4,21,24,3,1,4,2,0.66796875,0.33203125
1,120,"learning",4,8,7,"left","Left",1456.95,38,31,8,36,33,7,1,8,1,0.659742828882295,0.340257171117705
1,121,"transfer",100,4,7,"right","Left",2272.14,NA,NA,4,24,33,6,0,4,1,0.485939257592801,0.514060742407199
1,122,"transfer",100,4,6,"right","Right",2095.82,NA,NA,6,24,30,5,1,6,2,0.233292831105711,0.766707168894289
1,123,"transfer",100,5,3,"left","Right",2841.92,NA,NA,3,27,21,4,0,3,2,0.462699077954736,0.537300922045264
1,124,"transfer",100,5,4,"left","Left",2661.26,NA,NA,5,27,24,4,1,5,1,0.549655850540806,0.450344149459194
1,125,"transfer",100,2,1,"left","Left",2188.2,NA,NA,2,18,15,1,1,2,1,0.624834874504623,0.375165125495377
1,126,"transfer",100,2,4,"right","Right",1711.48,NA,NA,4,18,24,3,1,4,2,0.323763955342903,0.676236044657097
1,127,"transfer",100,1,3,"right","Right",1934.31,NA,NA,3,15,21,2,1,3,2,0.719626168224299,0.280373831775701
1,128,"transfer",100,3,2,"left","Left",1382.5,NA,NA,3,21,18,2,1,3,1,0.64741641337386,0.35258358662614
1,129,"transfer",100,5,6,"right","Right",1945.74,NA,NA,6,27,30,5,1,6,2,0.323238973008558,0.676761026991442
1,130,"transfer",100,6,8,"right","Left",1561.42,NA,NA,6,30,36,7,0,6,1,0.341637010676157,0.658362989323843
1,131,"transfer",100,5,4,"left","Left",1983.72,NA,NA,5,27,24,4,1,5,1,0.510699001426534,0.489300998573466
1,132,"transfer",100,7,6,"left","Right",2579.53,NA,NA,6,33,30,6,0,6,2,0.840875186474391,0.159124813525609
1,133,"transfer",100,3,7,"right","Left",3158.43,NA,NA,3,21,33,6,0,3,1,0.678327301970245,0.321672698029755
1,134,"transfer",100,8,7,"left","Right",3250.43,NA,NA,7,36,33,7,0,7,2,0.657004830917874,0.342995169082126
1,135,"transfer",100,3,1,"left","Left",1335.25,NA,NA,3,21,15,2,1,3,1,0.682983682983683,0.317016317016317
1,136,"transfer",100,2,5,"right","Right",1012.47,NA,NA,5,18,27,4,1,5,2,0.443585780525502,0.556414219474498
1,137,"transfer",100,7,1,"left","Left",1268.14,NA,NA,7,33,15,6,1,7,1,0.588571428571429,0.411428571428571
1,138,"transfer",100,5,7,"right","Left",2455.01,NA,NA,5,27,33,6,0,5,1,0.560862865947612,0.439137134052388
1,139,"transfer",100,2,3,"right","Right",675.64,NA,NA,3,18,21,2,1,3,2,0,1
1,140,"transfer",100,6,3,"left","Left",2053.34,NA,NA,6,30,21,5,1,6,1,0.53259532595326,0.46740467404674
1,141,"transfer",100,3,6,"right","Right",1308.15,NA,NA,6,21,30,5,1,6,2,0.768211920529801,0.231788079470199
1,142,"transfer",100,3,7,"right","Left",2517.7,NA,NA,3,21,33,6,0,3,1,0.377912867274569,0.622087132725431
1,143,"transfer",100,4,1,"left","Left",1064.81,NA,NA,4,24,15,3,1,4,1,0.485564304461942,0.514435695538058
1,144,"transfer",100,6,1,"left","Left",914.72,NA,NA,6,30,15,5,1,6,1,0.421461897356143,0.578538102643857
1,145,"transfer",100,8,3,"left","Left",2699.22,NA,NA,8,36,21,7,1,8,1,0.545234639574262,0.454765360425738
1,146,"transfer",100,5,7,"right","Left",1846.17,NA,NA,5,27,33,6,0,5,1,0.353702372393961,0.646297627606039
1,147,"transfer",100,6,5,"left","Left",1514.16,NA,NA,6,30,27,5,1,6,1,0.471441523118767,0.528558476881233
1,148,"transfer",100,7,4,"left","Right",2272.6,NA,NA,4,33,24,6,0,4,2,0.392678868552413,0.607321131447587
1,149,"transfer",100,2,1,"left","Left",1155.04,NA,NA,2,18,15,1,1,2,1,0.572327044025157,0.427672955974843
1,150,"transfer",100,4,8,"right","Left",1981.92,NA,NA,4,24,36,7,0,4,1,0.350101971447995,0.649898028552006
1,151,"transfer",100,6,7,"right","Left",1706.7,NA,NA,6,30,33,6,0,6,1,0.37741456166419,0.62258543833581
1,152,"transfer",100,7,5,"left","Right",2041.7,NA,NA,5,33,27,6,0,5,2,0.67877094972067,0.32122905027933
1,153,"transfer",100,7,4,"left","Left",2212.01,NA,NA,7,33,24,6,1,7,1,0.513513513513513,0.486486486486486
1,154,"transfer",100,4,3,"left","Left",2683.06,NA,NA,4,24,21,3,1,4,1,0.434619002822201,0.565380997177799
1,155,"transfer",100,4,2,"left","Left",1129.34,NA,NA,4,24,18,3,1,4,1,0.671916010498688,0.328083989501312
1,156,"transfer",100,4,3,"left","Right",2163.18,NA,NA,3,24,21,3,0,3,2,0.400679117147708,0.599320882852292
1,157,"transfer",100,5,2,"left","Left",1198.31,NA,NA,5,27,18,4,1,5,1,0.565217391304348,0.434782608695652
1,158,"transfer",100,3,4,"right","Left",3962.39,NA,NA,3,21,24,3,0,3,1,0.640636297903109,0.359363702096891
1,159,"transfer",100,4,5,"right","Right",1729.19,NA,NA,5,24,27,4,1,5,2,0.369721115537849,0.630278884462151
1,160,"transfer",100,5,8,"right","Left",2224.61,NA,NA,5,27,36,7,0,5,1,0.571844095404305,0.428155904595695
1,161,"transfer",100,8,4,"left","Left",2328.19,NA,NA,8,36,24,7,1,8,1,0.475026567481403,0.524973432518597
1,162,"transfer",100,8,6,"left","Right",1574.52,NA,NA,6,36,30,7,0,6,2,0.743026204564666,0.256973795435334
1,163,"transfer",100,1,3,"right","Right",1093.19,NA,NA,3,15,21,2,1,3,2,0.405475880052151,0.594524119947849
1,164,"transfer",100,8,1,"left","Left",1007.21,NA,NA,8,36,15,7,1,8,1,0.605150214592275,0.394849785407725
1,165,"transfer",100,8,3,"left","Right",1784.69,NA,NA,3,36,21,7,0,3,2,0.545722713864307,0.454277286135693
1,166,"transfer",100,7,8,"right","Left",1771.1,NA,NA,7,33,36,7,0,7,1,0.686813186813187,0.313186813186813
1,167,"transfer",100,3,1,"left","Left",804.44,NA,NA,3,21,15,2,1,3,1,0.665369649805447,0.334630350194553
1,168,"transfer",100,2,7,"right","Right",850.35,NA,NA,7,18,33,6,1,7,2,0.280575539568345,0.719424460431655
1,169,"transfer",100,6,1,"left","Left",1055.18,NA,NA,6,30,15,5,1,6,1,0.651474530831099,0.348525469168901
1,170,"transfer",100,2,8,"right","Right",941.35,NA,NA,8,18,36,7,1,8,2,0.477272727272727,0.522727272727273
1,171,"transfer",100,1,6,"right","Right",964.28,NA,NA,6,15,30,5,1,6,2,0.295392953929539,0.704607046070461
1,172,"transfer",100,5,1,"left","Left",874.11,NA,NA,5,27,15,4,1,5,1,0.664473684210526,0.335526315789474
1,173,"transfer",100,1,4,"right","Right",710.4,NA,NA,4,15,24,3,1,4,2,0.279909706546275,0.720090293453725
1,174,"transfer",100,4,2,"left","Left",652.97,NA,NA,4,24,18,3,1,4,1,0.538028169014084,0.461971830985915
1,175,"transfer",100,5,1,"left","Left",1053.27,NA,NA,5,27,15,4,1,5,1,0.444816053511706,0.555183946488294
1,176,"transfer",100,6,5,"left","Left",2666.43,NA,NA,6,30,27,5,1,6,1,0.574677320221266,0.425322679778734
1,177,"transfer",100,1,2,"right","Right",1192.8,NA,NA,2,15,18,1,1,2,2,0.468313641245972,0.531686358754028
1,178,"transfer",100,7,2,"left","Left",1256.75,NA,NA,7,33,18,6,1,7,1,0.625165562913907,0.374834437086093
1,179,"transfer",100,4,8,"right","Left",3898.92,NA,NA,4,24,36,7,0,4,1,0.502507522567703,0.497492477432297
1,180,"transfer",100,3,8,"right","Left",2140.91,NA,NA,3,21,36,7,0,3,1,0.682775712515489,0.317224287484511
1,181,"transfer",100,1,6,"right","Right",1232.33,NA,NA,6,15,30,5,1,6,2,0.541905855338691,0.458094144661309
1,182,"transfer",100,3,8,"right","Right",4184.43,NA,NA,8,21,36,7,1,8,2,0.521793275217933,0.478206724782067
1,183,"transfer",100,1,5,"right","Right",923.98,NA,NA,5,15,27,4,1,5,2,0.433333333333333,0.566666666666667
1,184,"transfer",100,1,7,"right","Right",1024.26,NA,NA,7,15,33,6,1,7,2,0.462517680339463,0.537482319660537
1,185,"transfer",100,1,5,"right","Right",927.61,NA,NA,5,15,27,4,1,5,2,0.1794500723589,0.8205499276411
1,186,"transfer",100,1,8,"right","Right",921.97,NA,NA,8,15,36,7,1,8,2,0.206303724928367,0.793696275071633
1,187,"transfer",100,7,3,"left","Right",3103.7,NA,NA,3,33,21,6,0,3,2,0.478867102396514,0.521132897603486
1,188,"transfer",100,2,3,"right","Right",1093.65,NA,NA,3,18,21,2,1,3,2,0.0769230769230769,0.923076923076923
1,189,"transfer",100,4,1,"left","Left",992.57,NA,NA,4,24,15,3,1,4,1,0.694964028776978,0.305035971223022
1,190,"transfer",100,5,3,"left","Left",2383.25,NA,NA,5,27,21,4,1,5,1,0.482045039561777,0.517954960438223
1,191,"transfer",100,1,7,"right","Right",1487.63,NA,NA,7,15,33,6,1,7,2,0.456913827655311,0.543086172344689
1,192,"transfer",100,3,5,"right","Right",2495.68,NA,NA,5,21,27,4,1,5,2,0.768292682926829,0.231707317073171
1,193,"transfer",100,7,2,"left","Left",1097.66,NA,NA,7,33,18,6,1,7,1,0.686274509803922,0.313725490196078
1,194,"transfer",100,1,2,"right","Right",1111.79,NA,NA,2,15,18,1,1,2,2,0.657701711491443,0.342298288508557
1,195,"transfer",100,6,3,"left","Left",2326.38,NA,NA,6,30,21,5,1,6,1,0.347849176845459,0.652150823154541
1,196,"transfer",100,8,2,"left","Left",1772.13,NA,NA,8,36,18,7,1,8,1,0.804281345565749,0.195718654434251
1,197,"transfer",100,5,6,"right","Right",2513.46,NA,NA,6,27,30,5,1,6,2,0.436018957345972,0.563981042654028
1,198,"transfer",100,8,5,"left","Right",2347.91,NA,NA,5,36,27,7,0,5,2,0.436170212765957,0.563829787234043
1,199,"transfer",100,3,5,"right","Right",3095.94,NA,NA,5,21,27,4,1,5,2,0.552960800667223,0.447039199332777
1,200,"transfer",100,8,2,"left","Left",1517.31,NA,NA,8,36,18,7,1,8,1,0.672072072072072,0.327927927927928
1,201,"transfer",100,5,8,"right","Left",2444.22,NA,NA,5,27,36,7,0,5,1,0.303872889771599,0.696127110228401
1,202,"transfer",100,7,3,"left","Left",2242,NA,NA,7,33,21,6,1,7,1,0.75910821098423,0.240891789015769
1,203,"transfer",100,2,5,"right","Right",1231.12,NA,NA,5,18,27,4,1,5,2,0.158323632130384,0.841676367869616
1,204,"transfer",100,7,5,"left","Right",4016.92,NA,NA,5,33,27,6,0,5,2,0.57222029788708,0.42777970211292
1,205,"transfer",100,6,7,"right","Left",1758.54,NA,NA,6,30,33,6,0,6,1,0.768019884009942,0.231980115990058
1,206,"transfer",100,7,1,"left","Left",1164.39,NA,NA,7,33,15,6,1,7,1,0.523926380368098,0.476073619631902
1,207,"transfer",100,2,6,"right","Right",1818.2,NA,NA,6,18,30,5,1,6,2,0.416666666666667,0.583333333333333
1,208,"transfer",100,6,4,"left","Left",1489.71,NA,NA,6,30,24,5,1,6,1,0.228373702422145,0.771626297577855
1,209,"transfer",100,3,2,"left","Left",1143.7,NA,NA,3,21,18,2,1,3,1,0.86052303860523,0.13947696139477
1,210,"transfer",100,8,7,"left","Right",2466.83,NA,NA,7,36,33,7,0,7,2,0.472316384180791,0.527683615819209
1,211,"transfer",100,7,8,"right","Left",3068.26,NA,NA,7,33,36,7,0,7,1,0.508351177730193,0.491648822269807
1,212,"transfer",100,6,4,"left","Left",1864.25,NA,NA,6,30,24,5,1,6,1,0.56309963099631,0.43690036900369
1,213,"transfer",100,6,2,"left","Left",772.93,NA,NA,6,30,18,5,1,6,1,0.385342789598109,0.614657210401891
1,214,"transfer",100,8,1,"left","Left",1402.12,NA,NA,8,36,15,7,1,8,1,0.317073170731707,0.682926829268293
1,215,"transfer",100,3,6,"right","Right",1472.34,NA,NA,6,21,30,5,1,6,2,0.847107438016529,0.152892561983471
1,216,"transfer",100,2,8,"right","Right",989.18,NA,NA,8,18,36,7,1,8,2,0.401438848920863,0.598561151079137
1,217,"transfer",100,5,2,"left","Left",1281.11,NA,NA,5,27,18,4,1,5,1,0.73475935828877,0.26524064171123
1,218,"transfer",100,2,7,"right","Right",1104.74,NA,NA,7,18,33,6,1,7,2,0.192893401015228,0.807106598984772
1,219,"transfer",100,1,4,"right","Right",985.55,NA,NA,4,15,24,3,1,4,2,0.259904912836767,0.740095087163233
1,220,"transfer",100,4,6,"right","Right",1208.62,NA,NA,6,24,30,5,1,6,2,0.724770642201835,0.275229357798165
1,221,"transfer",100,8,5,"left","Right",3094.38,NA,NA,5,36,27,7,0,5,2,0.309252217997465,0.690747782002535
1,222,"transfer",100,1,8,"right","Right",1067.97,NA,NA,8,15,36,7,1,8,2,0.647552447552448,0.352447552447552
1,223,"transfer",100,6,8,"right","Left",1549.77,NA,NA,6,30,36,7,0,6,1,0.305309734513274,0.694690265486726
1,224,"transfer",100,2,4,"right","Right",2212.4,NA,NA,4,18,24,3,1,4,2,0.538656527249683,0.461343472750317
1,225,"transfer",100,4,5,"right","Right",2404.09,NA,NA,5,24,27,4,1,5,2,0.363912054586808,0.636087945413192
1,226,"transfer",100,7,6,"left","Right",2967.4,NA,NA,6,33,30,6,0,6,2,0.644142167617376,0.355857832382624
1,227,"transfer",100,3,4,"right","Right",4651.95,NA,NA,4,21,24,3,1,4,2,0.471680594243268,0.528319405756732
1,228,"transfer",100,2,6,"right","Right",1265.33,NA,NA,6,18,30,5,1,6,2,0.203850509626274,0.796149490373726
1,229,"transfer",100,8,6,"left","Right",2908.57,NA,NA,6,36,30,7,0,6,2,0.686926104066463,0.313073895933537
1,230,"transfer",100,4,7,"right","Right",3380.39,NA,NA,7,24,33,6,1,7,2,0.738766184310739,0.261233815689261
1,231,"transfer",100,8,4,"left","Right",4076.66,NA,NA,4,36,24,7,0,4,2,0.60711793440335,0.39288206559665
1,232,"transfer",100,6,2,"left","Left",923.91,NA,NA,6,30,18,5,1,6,1,0.758513931888545,0.241486068111455
