"subject","trial_number","context","available_option_1","available_option_2","LEFT_INDEX","UP_INDEX","RIGHT_INDEX","DOWN_INDEX","CHOICE_KEY","RT","Left_Outcome","Up_Outcome","Right_Outcome","Down_Outcome","Points","chosen_option","EV_1","EV_2","correct_option","correct","option_1","option_2","option_3","option_4","avail_1","avail_2","choice","choice_id","outcome_1","outcome_2","outcome_3","outcome_4","pre_fix_1","pre_fix_2","pre_fix_3","pre_fix_4","pre_fix_avail_1","pre_fix_avail_2","post_fix_1","post_fix_2","post_fix_3","post_fix_4"
1,1,"PSC",2,3,0,1,2,3,"Right",1036.81,21,19,48,26,48,2,47,30,2,1,5,6,7,8,7,8,7,1,21,19,48,26,0.200873362445415,0,0.799126637554585,0,0.799126637554585,0,0,0.236559139784946,0.447516641065028,0.315924219150026
1,2,"PSC",0,2,2,1,0,3,"Left",1365.31,46,27,21,34,94,2,20,47,2,1,5,6,7,8,5,7,7,2,21,27,46,34,0.465174129353234,0.111940298507463,0.422885572139303,0,0.465174129353234,0.422885572139303,0.317460317460317,0,0.482539682539683,0.2
1,3,"PSC",0,1,1,0,3,2,"Left",1246.74,25,19,31,46,119,1,20,23,1,1,5,6,7,8,5,6,6,2,19,25,46,31,0.334398296059638,0.665601703940362,0,0,0.334398296059638,0.665601703940362,0.0764861794774707,0.305187429004165,0.560772434683832,0.0575539568345324
1,4,"PSC",0,2,0,1,2,3,"Right",1409.53,24,20,45,31,164,2,20,47,2,1,5,6,7,8,5,7,7,2,24,20,45,31,0.207329842931937,0.127748691099476,0.664921465968586,0,0.207329842931937,0.664921465968586,0.0607876712328767,0.0710616438356164,0.845890410958904,0.0222602739726027
1,5,"PSC",0,1,0,2,3,1,"Down",1615.89,19,47,27,25,189,1,20,23,1,1,5,6,7,8,5,6,6,2,19,25,47,27,0.329795918367347,0.670204081632653,0,0,0.329795918367347,0.670204081632653,0.13103953147877,0.0790629575402635,0.538799414348463,0.251098096632504
1,6,"PSC",1,3,2,0,3,1,"Down",1863.81,45,21,31,22,211,1,23,30,3,0,5,6,7,8,6,8,6,1,21,22,45,31,0.115353371242892,0.532087733549959,0,0.352558895207149,0.532087733549959,0.352558895207149,0.264600529512537,0.156050459429995,0.263510356642268,0.3158386544152
1,7,"PSC",2,3,0,3,2,1,"Right",1942.42,15,30,47,25,258,2,47,30,2,1,5,6,7,8,7,8,7,1,15,25,47,30,0.109215017064846,0,0.666894197952218,0.223890784982935,0.666894197952218,0.223890784982935,0.29368029739777,0.0743494423791822,0.353159851301115,0.278810408921933
1,8,"PSC",2,3,0,3,2,1,"Right",1261.67,21,27,50,28,308,2,47,30,2,1,5,6,7,8,7,8,7,1,21,28,50,27,0,0,0.669703872437358,0.330296127562642,0.669703872437358,0.330296127562642,0.237687366167024,0,0.449678800856531,0.312633832976445
1,9,"NSC",1,2,0,2,3,1,"Down",3024.33,10,39,33,40,348,1,37,40,2,0,1,2,3,4,2,3,2,1,10,40,39,33,0.19047619047619,0.206686930091185,0.391084093211753,0.211752786220871,0.206686930091185,0.391084093211753,0.232270347453594,0.19990480723465,0.318895763921942,0.248929081389814
1,10,"NSC",1,2,2,1,3,0,"Up",1711.35,42,36,32,11,384,1,37,40,2,0,1,2,3,4,2,3,2,1,11,36,42,32,0,0.725274725274725,0.274725274725275,0,0.725274725274725,0.274725274725275,0.372951669778054,0.180460485376478,0.109520846297449,0.337066998548019
1,11,"PSC",0,3,2,0,1,3,"Down",2617.08,47,21,24,29,413,3,20,30,3,1,5,6,7,8,5,8,8,2,21,24,47,29,0.609819121447028,0,0,0.390180878552972,0.609819121447028,0.390180878552972,0.311099531005732,0.0927566440854612,0.222511724856696,0.37363210005211
1,12,"NSC",0,1,0,2,1,3,"Right",2854.77,14,42,37,31,450,1,13,37,1,1,1,2,3,4,1,2,2,2,14,37,42,31,0.382608695652174,0.514009661835749,0,0.103381642512077,0.382608695652174,0.514009661835749,0.214532871972318,0.359861591695502,0.235294117647059,0.190311418685121
1,13,"NSC",1,3,3,1,0,2,"Up",2903.58,28,38,11,42,488,1,37,30,1,1,1,2,3,4,2,4,2,1,11,38,42,28,0,0.63396537510305,0,0.36603462489695,0.63396537510305,0.36603462489695,0,0.388520971302428,0.183222958057395,0.428256070640177
1,14,"PSC",1,3,1,3,0,2,"Left",3266.36,24,31,24,51,512,1,23,30,3,0,5,6,7,8,6,8,6,1,24,24,51,31,0,0.470414201183432,0,0.529585798816568,0.470414201183432,0.529585798816568,0,0.598455598455598,0,0.401544401544402
1,15,"PSC",0,3,3,1,2,0,"Left",2594.87,29,24,46,24,541,3,20,30,3,1,5,6,7,8,5,8,8,2,24,24,46,29,0.429768358797437,0.0413997042878265,0,0.528831936914736,0.429768358797437,0.528831936914736,0.0805725971370143,0.32719836400818,0.176687116564417,0.415541922290389
1,16,"PSC",1,3,1,0,2,3,"Down",2949.47,22,20,50,29,570,3,23,30,3,1,5,6,7,8,6,8,8,2,20,22,50,29,0,0.364694471387003,0,0.635305528612997,0.364694471387003,0.635305528612997,0.236818588025022,0.252606493893357,0.313970807268394,0.196604110813226
1,17,"NSC",0,1,1,3,2,0,"Down",3216.35,40,31,43,9,579,0,13,37,1,0,1,2,3,4,1,2,1,1,9,40,43,31,0.351782363977486,0.648217636022514,0,0,0.351782363977486,0.648217636022514,0.75609756097561,0.24390243902439,0,0
1,18,"PSC",1,2,0,1,3,2,"Down",1682.5,24,25,33,44,623,2,23,47,2,1,5,6,7,8,6,7,7,2,24,25,44,33,0.244206773618538,0,0.755793226381462,0,0,0.755793226381462,0.28421052631579,0.342105263157895,0.373684210526316,0
1,19,"PSC",1,2,0,2,3,1,"Up",1384.5,23,46,29,26,669,2,23,47,2,1,5,6,7,8,6,7,7,2,23,26,46,29,0.150579150579151,0.171814671814672,0.677606177606178,0,0.171814671814672,0.677606177606178,0,0.269430051813472,0.730569948186529,0
1,20,"NSC",0,2,2,0,1,3,"Left",1265.31,41,15,36,29,710,2,13,40,2,1,1,2,3,4,1,3,3,2,15,36,41,29,0.373860182370821,0,0.477203647416413,0.148936170212766,0.373860182370821,0.477203647416413,0,0,0.818652849740933,0.181347150259067
1,21,"PSC",0,1,0,1,2,3,"Up",2124.13,22,23,45,31,733,1,20,23,1,1,5,6,7,8,5,6,6,2,22,23,45,31,0.539661898569571,0.460338101430429,0,0,0.539661898569571,0.460338101430429,0.684039087947883,0.315960912052117,0,0
1,22,"NSC",1,2,1,0,3,2,"Down",1117.24,35,16,29,42,775,2,37,40,2,1,1,2,3,4,2,3,3,2,16,35,42,29,0,0.53822629969419,0.46177370030581,0,0.53822629969419,0.46177370030581,0,0,1,0
1,23,"PSC",0,3,0,2,1,3,"Down",1136.25,24,51,24,30,805,3,20,30,3,1,5,6,7,8,5,8,8,2,24,24,51,30,0.48062015503876,0,0,0.51937984496124,0.48062015503876,0.51937984496124,0.581699346405229,0,0,0.418300653594771
1,24,"NSC",1,3,1,3,2,0,"Up",1962.26,36,30,41,16,835,3,37,30,1,0,1,2,3,4,2,4,4,2,16,36,41,30,0,0.436046511627907,0,0.563953488372093,0.436046511627907,0.563953488372093,0,0.754128440366973,0,0.245871559633028
1,25,"NSC",0,1,2,1,0,3,"Up",1902.24,39,41,13,32,876,1,13,37,1,1,1,2,3,4,1,2,2,2,13,41,39,32,0.369774919614148,0.522508038585209,0.107717041800643,0,0.369774919614148,0.522508038585209,0.404692082111437,0.595307917888563,0,0
1,26,"NSC",2,3,1,3,2,0,"Right",816.15,36,26,40,11,916,2,40,30,2,1,1,2,3,4,3,4,3,1,11,36,40,26,0,0.250883392226148,0.749116607773852,0,0.749116607773852,0,0.227557411273486,0.164926931106472,0.607515657620042,0
1,27,"NSC",0,3,0,1,3,2,"Left",2694.11,11,37,32,37,927,0,13,30,3,0,1,2,3,4,1,4,1,1,11,37,37,32,0.43859649122807,0.124946512623021,0,0.436456996148909,0.43859649122807,0.436456996148909,0.329166666666667,0,0,0.670833333333333
1,28,"NSC",2,3,1,0,3,2,"Down",2275.09,38,15,34,39,966,2,40,30,2,1,1,2,3,4,3,4,3,1,15,38,39,34,0,0.212862834376779,0.545816733067729,0.241320432555492,0.545816733067729,0.241320432555492,0.232198142414861,0,0.303405572755418,0.464396284829721
1,29,"PSC",1,3,2,0,1,3,"Down",3843.34,46,17,25,28,994,3,23,30,3,1,5,6,7,8,6,8,8,2,17,25,46,28,0,0.633281972265023,0,0.366718027734977,0.633281972265023,0.366718027734977,0,0.545454545454545,0,0.454545454545455
1,30,"NSC",0,3,2,1,3,0,"Right",1727.93,37,42,29,10,1023,3,13,30,3,1,1,2,3,4,1,4,4,2,10,42,37,29,0.521739130434783,0,0,0.478260869565217,0.521739130434783,0.478260869565217,0.609230769230769,0,0,0.390769230769231
1,31,"NSC",0,2,3,1,2,0,"Right",1064.23,34,38,40,14,1063,2,13,40,2,1,1,2,3,4,1,3,3,2,14,38,40,34,0.343575418994413,0,0.656424581005587,0,0.343575418994413,0.656424581005587,0,0,1,0
1,32,"PSC",1,2,1,3,2,0,"Right",1498.16,22,31,48,22,1111,2,23,47,2,1,5,6,7,8,6,7,7,2,22,22,48,31,0,0.405897658282741,0.594102341717259,0,0.405897658282741,0.594102341717259,0,0.415929203539823,0.584070796460177,0
1,33,"PSC",0,1,2,3,1,0,"Right",1268.46,48,31,21,18,1132,1,20,23,1,1,5,6,7,8,5,6,6,2,18,21,48,31,0.554242749731472,0.445757250268528,0,0,0.554242749731472,0.445757250268528,0.4921875,0.5078125,0,0
1,34,"NSC",2,3,2,0,3,1,"Left",730.97,39,14,29,35,1171,2,40,30,2,1,1,2,3,4,3,4,3,1,14,35,39,29,0,0,0.950617283950617,0.0493827160493827,0.950617283950617,0.0493827160493827,0,0,0.718562874251497,0.281437125748503
1,35,"NSC",1,3,2,3,1,0,"Right",1795.85,42,31,37,12,1208,1,37,30,1,1,1,2,3,4,2,4,2,1,12,37,42,31,0,0.466271312083024,0.225352112676056,0.308376575240919,0.466271312083024,0.308376575240919,0,1,0,0
1,36,"NSC",1,3,1,3,2,0,"Left",1488.5,37,31,40,15,1245,1,37,30,1,1,1,2,3,4,2,4,2,1,15,37,40,31,0,0.415329768270945,0,0.584670231729055,0.415329768270945,0.584670231729055,0.54320987654321,0.45679012345679,0,0
1,37,"PSC",2,3,2,1,3,0,"Left",1815.59,45,21,34,15,1290,2,47,30,2,1,5,6,7,8,7,8,7,1,15,21,45,34,0,0,0.6704021094265,0.3295978905735,0.6704021094265,0.3295978905735,0,0,1,0
1,38,"PSC",0,3,0,2,3,1,"Right",1693.69,22,47,28,26,1318,3,20,30,3,1,5,6,7,8,5,8,8,2,22,26,47,28,0.666146645865835,0,0,0.333853354134165,0.666146645865835,0.333853354134165,0.242105263157895,0,0,0.757894736842105
1,39,"PSC",1,2,0,3,1,2,"Down",1517.87,20,28,20,46,1364,2,23,47,2,1,5,6,7,8,6,7,7,2,20,20,46,28,0,0.333611342785655,0.666388657214345,0,0.333611342785655,0.666388657214345,0,0,1,0
1,40,"NSC",2,3,0,2,3,1,"Up",2100.62,13,40,30,33,1404,2,40,30,2,1,1,2,3,4,3,4,3,1,13,33,40,30,0.102564102564103,0.254807692307692,0.30448717948718,0.338141025641026,0.30448717948718,0.338141025641026,0,0.31578947368421,0.473684210526316,0.210526315789474
1,41,"PSC",2,3,0,1,2,3,"Right",1062.6,21,21,50,29,1454,2,47,30,2,1,5,6,7,8,7,8,7,1,21,21,50,29,0,0,0.488950276243094,0.511049723756906,0.488950276243094,0.511049723756906,0,0,1,0
1,42,"NSC",0,1,3,0,1,2,"Right",1865.94,31,16,34,38,1488,1,13,37,1,1,1,2,3,4,1,2,2,2,16,34,38,31,0.332835820895522,0.549253731343284,0.117910447761194,0,0.332835820895522,0.549253731343284,0,0,0,0
1,43,"NSC",0,3,2,3,0,1,"Up",2064.23,43,28,18,35,1516,3,13,30,3,1,1,2,3,4,1,4,4,2,18,35,43,28,0.527741935483871,0,0,0.472258064516129,0.527741935483871,0.472258064516129,0,0,0.559139784946237,0.440860215053763
1,44,"NSC",0,2,0,3,2,1,"Right",1921.68,12,31,40,37,1556,2,13,40,2,1,1,2,3,4,1,3,3,2,12,37,40,31,0.670750382848392,0,0.329249617151608,0,0.670750382848392,0.329249617151608,0,0,1,0
1,45,"NSC",0,1,2,0,1,3,"Right",2002.5,42,13,34,27,1590,1,13,37,1,1,1,2,3,4,1,2,2,2,13,34,42,27,0.360025624599616,0.639974375400384,0,0,0.360025624599616,0.639974375400384,0,0,0,0
1,46,"NSC",1,2,2,3,0,1,"Left",719.46,41,31,15,38,1631,2,37,40,2,1,1,2,3,4,2,3,3,2,15,38,41,31,0,0,0.551440329218107,0.448559670781893,0,0.551440329218107,0,0,0,0
1,47,"PSC",0,1,2,1,3,0,"Up",1305.32,46,24,32,21,1655,1,20,23,1,1,5,6,7,8,5,6,6,2,21,24,46,32,0.57258064516129,0.42741935483871,0,0,0.57258064516129,0.42741935483871,0.45016077170418,0.54983922829582,0,0
1,48,"NSC",1,2,1,0,3,2,"Down",895.54,36,11,28,39,1694,2,37,40,2,1,1,2,3,4,2,3,3,2,11,36,39,28,0,0.664092664092664,0.335907335907336,0,0.664092664092664,0.335907335907336,0,0,1,0
1,49,"PSC",0,2,1,2,3,0,"Up",1252.18,25,48,31,17,1742,2,20,47,2,1,5,6,7,8,5,7,7,2,17,25,48,31,0.359659781287971,0,0.640340218712029,0,0.359659781287971,0.640340218712029,0,0,1,0
1,50,"NSC",2,3,3,1,0,2,"Down",1256.17,27,39,10,42,1784,2,40,30,2,1,1,2,3,4,3,4,3,1,10,39,42,27,0,0.134670487106017,0.432664756446991,0.432664756446991,0.432664756446991,0.432664756446991,0,0,1,0
1,51,"PSC",1,3,2,0,3,1,"Right",3027.45,47,22,30,23,1814,3,23,30,3,1,5,6,7,8,6,8,8,2,22,23,47,30,0.04914618908788,0.226572261557684,0.201582673885881,0.522698875468555,0.226572261557684,0.522698875468555,0,0.481283422459893,0.0374331550802139,0.481283422459893
1,52,"NSC",0,2,1,0,3,2,"Down",782.6,38,16,31,40,1854,2,13,40,2,1,1,2,3,4,1,3,3,2,16,38,40,31,0.46865671641791,0,0.53134328358209,0,0.46865671641791,0.53134328358209,1,0,0,0
1,53,"PSC",1,2,0,3,1,2,"Down",1128.69,23,32,25,46,1900,2,23,47,2,1,5,6,7,8,6,7,7,2,23,25,46,32,0,0.456090651558074,0.543909348441926,0,0.456090651558074,0.543909348441926,0,0,1,0
1,54,"PSC",0,3,3,2,1,0,"Left",1398.06,32,45,24,19,1932,3,20,30,3,1,5,6,7,8,5,8,8,2,19,24,45,32,0.480986639260021,0,0,0.519013360739979,0.480986639260021,0.519013360739979,0,0,0.135802469135802,0.864197530864197
1,55,"PSC",0,2,3,1,2,0,"Right",919.75,29,26,51,17,1983,2,20,47,2,1,5,6,7,8,5,7,7,2,17,26,51,29,0.310225303292894,0,0.689774696707106,0,0.310225303292894,0.689774696707106,0,0,1,0
1,56,"NSC",0,2,3,0,2,1,"Right",613.99,31,11,41,36,2024,2,13,40,2,1,1,2,3,4,1,3,3,2,11,36,41,31,0,0,1,0,0,1,0.710261569416499,0,0.289738430583501,0
1,57,"PSC",0,2,2,0,1,3,"Left",1019.09,44,22,28,31,2068,2,20,47,2,1,5,6,7,8,5,7,7,2,22,28,44,31,0.368258859784284,0,0.631741140215716,0,0.368258859784284,0.631741140215716,0,0,1,0
1,58,"NSC",1,3,2,3,1,0,"Right",1243.31,40,29,37,12,2105,1,37,30,1,1,1,2,3,4,2,4,2,1,12,37,40,29,0,0.376288659793814,0.134020618556701,0.489690721649485,0.376288659793814,0.489690721649485,0,1,0,0
1,59,"NSC",0,3,1,2,0,3,"Down",1993.44,37,40,9,29,2134,3,13,30,3,1,1,2,3,4,1,4,4,2,9,37,40,29,0.529180327868852,0,0.0511475409836066,0.419672131147541,0.529180327868852,0.419672131147541,0.238095238095238,0,0,0.761904761904762
1,60,"NSC",0,3,2,0,3,1,"Right",1470.96,39,14,30,37,2164,3,13,30,3,1,1,2,3,4,1,4,4,2,14,37,39,30,0.656188605108055,0,0,0.343811394891945,0.656188605108055,0.343811394891945,0,0,0,1
2,1,"NSC",1,2,0,2,1,3,"Up",2105.41,11,42,36,32,42,2,37,40,2,1,1,2,3,4,2,3,3,2,11,36,42,32,0,0.176949941792782,0.823050058207218,0,0.176949941792782,0.823050058207218,0.0544419698094531,0.11234842860678,0.556050482553823,0.277159119029943
2,2,"NSC",0,3,1,2,0,3,"Right",2979.22,35,43,18,28,60,0,13,30,3,0,1,2,3,4,1,4,1,1,18,35,43,28,0.636744966442953,0,0.0679530201342282,0.295302013422819,0.636744966442953,0.295302013422819,0.395538628944505,0.0669205658324265,0.338411316648531,0.199129488574538
2,3,"NSC",1,3,1,2,0,3,"Down",3227.19,38,42,11,28,88,3,37,30,1,0,1,2,3,4,2,4,4,2,11,38,42,28,0,0.55160744500846,0.181049069373942,0.267343485617597,0.55160744500846,0.267343485617597,0.190114068441065,0.2106463878327,0.365779467680608,0.233460076045627
2,4,"NSC",0,1,1,3,0,2,"Left",5368.55,34,31,16,38,122,1,13,37,1,1,1,2,3,4,1,2,2,2,16,34,38,31,0.284663865546218,0.595063025210084,0,0.120273109243697,0.284663865546218,0.595063025210084,0.208606173994387,0.360149672591207,0.202057998129093,0.229186155285313
2,5,"NSC",0,2,1,0,2,3,"Right",5724.18,37,12,40,31,162,2,13,40,2,1,1,2,3,4,1,3,3,2,12,37,40,31,0.366381879594675,0.0464931452414067,0.507649513212796,0.0794754619511226,0.366381879594675,0.507649513212796,0.0754557015684612,0.222975837219161,0.565069944891903,0.136498516320475
2,6,"NSC",0,2,0,2,1,3,"Up",2675.28,16,40,38,31,202,2,13,40,2,1,1,2,3,4,1,3,3,2,16,38,40,31,0,0,1,0,0,1,0,0.212903225806452,0.456774193548387,0.330322580645161
2,7,"NSC",1,2,3,2,0,1,"Down",1866.37,28,39,11,36,238,1,37,40,2,0,1,2,3,4,2,3,2,1,11,36,39,28,0,0.209713024282561,0.790286975717439,0,0.209713024282561,0.790286975717439,0,0.38662075750123,0.407771765863256,0.205607476635514
2,8,"PSC",1,3,1,2,0,3,"Down",2356.2,24,51,24,31,269,3,23,30,3,1,5,6,7,8,6,8,8,2,24,24,51,31,0.232858990944373,0.538163001293661,0.22509702457956,0.00388098318240621,0.538163001293661,0.00388098318240621,0.26518615284128,0.135858915741346,0.598954931417374,0
2,9,"PSC",0,3,0,2,3,1,"Left",1752.7,24,51,30,24,293,0,20,30,3,0,5,6,7,8,5,8,5,1,24,24,51,30,0.881567973311093,0,0,0.118432026688907,0.881567973311093,0.118432026688907,0.153318077803204,0.100686498855835,0.47254004576659,0.273455377574371
2,10,"NSC",0,2,2,1,0,3,"Right",3478.68,41,36,15,29,308,0,13,40,2,0,1,2,3,4,1,3,1,1,15,36,41,29,0.531531531531532,0,0.468468468468469,0,0.531531531531532,0.468468468468469,0.458333333333333,0,0.541666666666667,0
2,11,"PSC",0,2,1,3,0,2,"Right",2139.65,20,31,24,45,332,0,20,47,2,0,5,6,7,8,5,7,5,1,24,20,45,31,0.526244952893674,0,0.473755047106326,0,0.526244952893674,0.473755047106326,0.209433962264151,0.224528301886792,0.247169811320755,0.318867924528302
2,12,"PSC",2,3,3,0,1,2,"Down",5501.67,30,15,25,47,379,2,47,30,2,1,5,6,7,8,7,8,7,1,15,25,47,30,0.0706015249929399,0.0513979101948602,0.714769839028523,0.163230725783677,0.714769839028523,0.163230725783677,0.251340996168582,0.190038314176245,0.423754789272031,0.134865900383142
2,13,"NSC",0,1,2,1,3,0,"Down",2112.7,43,40,31,9,388,0,13,37,1,0,1,2,3,4,1,2,1,1,9,40,43,31,0.179640718562874,0.820359281437126,0,0,0.179640718562874,0.820359281437126,0.122618061309031,0.770505385252693,0.106876553438277,0
2,14,"PSC",0,3,3,0,2,1,"Left",5207.4,32,19,45,24,420,3,20,30,3,1,5,6,7,8,5,8,8,2,19,24,45,32,0.523342111563323,0,0,0.476657888436677,0.523342111563323,0.476657888436677,0.165057067603161,0.163301141352063,0.347673397717296,0.32396839332748
2,15,"NSC",1,3,1,0,3,2,"Right",1972.67,37,15,31,40,451,3,37,30,1,0,1,2,3,4,2,4,4,2,15,37,40,31,0,0.414388489208633,0,0.585611510791367,0.414388489208633,0.585611510791367,0,0.406779661016949,0,0.593220338983051
2,16,"PSC",0,3,3,2,1,0,"Down",2116.97,29,46,24,24,475,0,20,30,3,0,5,6,7,8,5,8,5,1,24,24,46,29,0.426497277676951,0.0846944948578342,0,0.488808227465215,0.426497277676951,0.488808227465215,0.34020618556701,0.0549828178694158,0.29553264604811,0.309278350515464
2,17,"NSC",0,3,1,0,2,3,"Up",1791.32,37,9,40,29,484,0,13,30,3,0,1,2,3,4,1,4,1,1,9,37,40,29,0.66798418972332,0.126482213438735,0,0.205533596837945,0.66798418972332,0.205533596837945,0.242957746478873,0.073943661971831,0.137323943661972,0.545774647887324
2,18,"PSC",1,3,0,3,1,2,"Right",7127.71,17,28,25,46,509,1,23,30,3,0,5,6,7,8,6,8,6,1,17,25,46,28,0,0.435134588140053,0,0.564865411859947,0.435134588140053,0.564865411859947,0.142602495543672,0.126559714795009,0.474153297682709,0.25668449197861
2,19,"NSC",1,3,1,0,3,2,"Left",1805.06,37,12,29,40,546,1,37,30,1,1,1,2,3,4,2,4,2,1,12,37,40,29,0.169312169312169,0.830687830687831,0,0,0.830687830687831,0,0,0.50487012987013,0.180194805194805,0.314935064935065
2,20,"NSC",0,1,2,3,1,0,"Down",2904.66,42,31,37,14,560,0,13,37,1,0,1,2,3,4,1,2,1,1,14,37,42,31,0.185185185185185,0.814814814814815,0,0,0.185185185185185,0.814814814814815,0.290376569037657,0.709623430962343,0,0
2,21,"PSC",0,1,0,3,2,1,"Down",1633.22,18,31,48,21,581,1,20,23,1,1,5,6,7,8,5,6,6,2,18,21,48,31,0.606741573033708,0,0.393258426966292,0,0.606741573033708,0,0.253748558246828,0.269896193771626,0.277970011534025,0.19838523644752
2,22,"PSC",1,3,2,1,3,0,"Up",1380.08,45,22,31,21,603,1,23,30,3,0,5,6,7,8,6,8,6,1,21,22,45,31,0,0.715953307392996,0,0.284046692607004,0.715953307392996,0.284046692607004,0.3203125,0.375,0,0.3046875
2,23,"NSC",2,3,2,1,3,0,"Right",1456.61,40,33,30,13,633,3,40,30,2,0,1,2,3,4,3,4,4,2,13,33,40,30,0,0,0.739846322722283,0.260153677277717,0.739846322722283,0.260153677277717,0,0,0.571177504393673,0.428822495606327
2,24,"NSC",1,3,1,3,0,2,"Up",1887.74,37,31,12,42,664,3,37,30,1,0,1,2,3,4,2,4,4,2,12,37,42,31,0.100267379679144,0.223262032085562,0,0.676470588235294,0.223262032085562,0.676470588235294,0,0.640316205533597,0,0.359683794466403
2,25,"NSC",0,2,0,2,1,3,"Left",777.49,11,41,36,31,675,0,13,40,2,0,1,2,3,4,1,3,1,1,11,36,41,31,1,0,0,0,1,0,0.0332541567695962,0,0.966745843230404,0
2,26,"PSC",0,3,0,2,3,1,"Right",3629.16,21,47,29,24,704,3,20,30,3,1,5,6,7,8,5,8,8,2,21,24,47,29,0.38839590443686,0,0,0.61160409556314,0.38839590443686,0.61160409556314,0.431318681318681,0,0.307692307692308,0.260989010989011
2,27,"PSC",2,3,3,0,2,1,"Left",1277.14,27,21,50,28,731,3,47,30,2,0,5,6,7,8,7,8,8,2,21,28,50,27,0.221419975932611,0,0.259927797833935,0.518652226233454,0.259927797833935,0.518652226233454,0,0,0.532905296950241,0.467094703049759
2,28,"NSC",0,2,3,2,1,0,"Down",2063.39,34,40,38,14,745,0,13,40,2,0,1,2,3,4,1,3,1,1,14,38,40,34,0.348514851485148,0,0.651485148514852,0,0.348514851485148,0.651485148514852,0.298618490967056,0,0.701381509032944,0
2,29,"PSC",0,2,0,3,1,2,"Down",2122.12,17,31,25,48,793,2,20,47,2,1,5,6,7,8,5,7,7,2,17,25,48,31,0.3625843780135,0,0.301832208293153,0.335583413693346,0.3625843780135,0.301832208293153,1,0,0,0
2,30,"PSC",2,3,3,0,2,1,"Left",4261.95,34,15,45,21,827,3,47,30,2,0,5,6,7,8,7,8,8,2,15,21,45,34,0,0,0.259618208516887,0.740381791483113,0.259618208516887,0.740381791483113,0,0,0.621247113163972,0.378752886836028
2,31,"PSC",0,2,1,0,2,3,"Right",1613.93,27,21,46,34,873,2,20,47,2,1,5,6,7,8,5,7,7,2,21,27,46,34,0.454983922829582,0,0.545016077170418,0,0.454983922829582,0.545016077170418,0.718045112781955,0,0.281954887218045,0
2,32,"NSC",0,3,3,2,1,0,"Down",4157.15,30,39,37,14,887,0,13,30,3,0,1,2,3,4,1,4,1,1,14,37,39,30,0.610261470152935,0.0759743463246177,0,0.313764183522447,0.610261470152935,0.313764183522447,0.281567489114659,0,0.492017416545718,0.226415094339623
2,33,"NSC",1,2,3,2,0,1,"Up",1311.41,31,41,15,38,928,2,37,40,2,1,1,2,3,4,2,3,3,2,15,38,41,31,0,0,1,0,0,1,0,0.675213675213675,0.324786324786325,0
2,34,"PSC",0,1,1,2,0,3,"Left",1159.62,25,47,19,27,953,1,20,23,1,1,5,6,7,8,5,6,6,2,19,25,47,27,0.291917973462002,0.708082026537998,0,0,0.291917973462002,0.708082026537998,0.378995433789954,0.365296803652968,0,0.255707762557078
2,35,"PSC",0,2,3,0,2,1,"Up",2054.26,29,17,51,26,970,0,20,47,2,0,5,6,7,8,5,7,5,1,17,26,51,29,0.665399239543726,0,0.334600760456274,0,0.665399239543726,0.334600760456274,0.316430020283976,0,0.683569979716024,0
2,36,"PSC",1,2,0,2,1,3,"Up",2715.67,24,44,25,33,1014,2,23,47,2,1,5,6,7,8,6,7,7,2,24,25,44,33,0,0.0759725400457666,0.924027459954234,0,0.0759725400457666,0.924027459954234,0,0.291005291005291,0.357142857142857,0.351851851851852
2,37,"NSC",0,1,3,1,2,0,"Down",4270.99,27,34,42,13,1027,0,13,37,1,0,1,2,3,4,1,2,1,1,13,34,42,27,0.149622512010981,0.850377487989019,0,0,0.149622512010981,0.850377487989019,0.136645962732919,0.863354037267081,0,0
2,38,"NSC",2,3,0,3,1,2,"Up",1720.13,10,27,39,42,1054,3,40,30,2,0,1,2,3,4,3,4,4,2,10,39,42,27,0,0,0.1875,0.8125,0.1875,0.8125,0,0,0.102880658436214,0.897119341563786
2,39,"NSC",0,1,1,2,0,3,"Left",915.4,41,39,13,32,1095,1,13,37,1,1,1,2,3,4,1,2,2,2,13,41,39,32,0.518783542039356,0.481216457960644,0,0,0.518783542039356,0.481216457960644,0.482837528604119,0.517162471395881,0,0
2,40,"PSC",0,1,3,2,1,0,"Right",1839,31,45,23,22,1118,1,20,23,1,1,5,6,7,8,5,6,6,2,22,23,45,31,0,0.709608540925267,0.123843416370107,0.166548042704626,0,0.709608540925267,0.54228855721393,0.45771144278607,0,0
2,41,"PSC",1,3,0,1,3,2,"Up",1522.2,20,22,29,50,1140,1,23,30,3,0,5,6,7,8,6,8,6,1,20,22,50,29,0,0.853333333333333,0,0.146666666666667,0.853333333333333,0.146666666666667,0,0.660714285714286,0,0.339285714285714
2,42,"NSC",0,3,2,1,3,0,"Down",964.41,37,42,29,10,1150,0,13,30,3,0,1,2,3,4,1,4,1,1,10,42,37,29,0.330757341576507,0.669242658423493,0,0,0.330757341576507,0,1,0,0,0
2,43,"PSC",0,1,2,1,3,0,"Up",1303.2,46,25,31,19,1175,1,20,23,1,1,5,6,7,8,5,6,6,2,19,25,46,31,0,0.736780258519389,0,0.263219741480611,0,0.736780258519389,0,1,0,0
