"subject","slope","model","fit"
18,-5.92611150079866,"softmax(Q)",-4.3682817471441
18,-5.92611150079866,"softmax(Q * gaze)",-0.989581036002097
18,-5.92611150079866,"softmax(Q) * gaze",-5.09725036092083
18,-5.92611150079866,"softmax(Q) + gaze",-3.04062172168505
19,-5.96551489686784,"Q",-1.93436149607547
19,-5.96551489686784,"Q * gaze",-3.65668100130244
19,-5.96551489686784,"Q + gaze",-1.92952155171707
19,-5.96551489686784,"softmax(Q)",-3.29193239033539
19,-5.96551489686784,"softmax(Q * gaze)",-0.194497244963418
19,-5.96551489686784,"softmax(Q) * gaze",-5.47910422541771
19,-5.96551489686784,"softmax(Q) + gaze",-3.08045712330092
20,-4.8904464546149,"Q",-1.608179904021
20,-4.8904464546149,"Q * gaze",-2.81872790401759
20,-4.8904464546149,"Q + gaze",-1.11879871571795
20,-4.8904464546149,"softmax(Q)",-0.63726059300591
20,-4.8904464546149,"softmax(Q * gaze)",-0.87663392929139
20,-4.8904464546149,"softmax(Q) * gaze",-3.31889873669299
20,-4.8904464546149,"softmax(Q) + gaze",-0.593599193994519
22,-13.7061305646225,"Q",-2.4242442895752
22,-13.7061305646225,"Q * gaze",-4.57916472816664
22,-13.7061305646225,"Q + gaze",-2.28886296713996
22,-13.7061305646225,"softmax(Q)",-4.58398160373897
22,-13.7061305646225,"softmax(Q * gaze)",-0.659576115216572
22,-13.7061305646225,"softmax(Q) * gaze",-5.65633186034303
22,-13.7061305646225,"softmax(Q) + gaze",-3.97994476046216
23,1.5319421140357,"Q",-0.481367546154337
23,1.5319421140357,"Q * gaze",-1.1966153888863
23,1.5319421140357,"Q + gaze",-1.09462437572596
23,1.5319421140357,"softmax(Q)",-3.67486872138565
23,1.5319421140357,"softmax(Q * gaze)",-0.387446917395189
23,1.5319421140357,"softmax(Q) * gaze",-2.96677197545324
23,1.5319421140357,"softmax(Q) + gaze",-3.8657663556861
24,-16.5846729286756,"Q",-0.842726960337783
24,-16.5846729286756,"Q * gaze",-2.95489070077976
24,-16.5846729286756,"Q + gaze",-1.98074278998351
24,-16.5846729286756,"softmax(Q)",-1.70285220287548
24,-16.5846729286756,"softmax(Q * gaze)",-0.659908285592151
24,-16.5846729286756,"softmax(Q) * gaze",-2.28061794134461
24,-16.5846729286756,"softmax(Q) + gaze",-2.41415443728197
25,-5.22853194666296,"Q",0.0187440717436509
25,-5.22853194666296,"Q * gaze",1.21238130149936
25,-5.22853194666296,"Q + gaze",0.563668478708879
25,-5.22853194666296,"softmax(Q)",-0.697560623465201
25,-5.22853194666296,"softmax(Q * gaze)",0.752660158034185
25,-5.22853194666296,"softmax(Q) * gaze",1.31761313788697
25,-5.22853194666296,"softmax(Q) + gaze",-0.182127947048201
26,-16.5287431418849,"Q",-0.949197339807251
26,-16.5287431418849,"Q * gaze",-0.480893927662457
26,-16.5287431418849,"Q + gaze",-0.228126036579286
26,-16.5287431418849,"softmax(Q)",-0.468080499081837
26,-16.5287431418849,"softmax(Q * gaze)",0.636705778710103
26,-16.5287431418849,"softmax(Q) * gaze",-0.409448424385244
26,-16.5287431418849,"softmax(Q) + gaze",0.502251161374281
28,-17.1501570247934,"Q",-0.737812737328906
28,-17.1501570247934,"Q * gaze",-1.0024547211025
28,-17.1501570247934,"Q + gaze",-0.793315951031559
28,-17.1501570247934,"softmax(Q)",-2.3028327823114
28,-17.1501570247934,"softmax(Q * gaze)",-0.650309047855497
28,-17.1501570247934,"softmax(Q) * gaze",-1.76807315234323
28,-17.1501570247934,"softmax(Q) + gaze",-1.46509294619789
29,-0.892189388151956,"Q",2.011307812818
29,-0.892189388151956,"Q * gaze",3.34294220573039
29,-0.892189388151956,"Q + gaze",2.23979121547079
29,-0.892189388151956,"softmax(Q)",-0.435345710557049
29,-0.892189388151956,"softmax(Q * gaze)",0.940943242044118
29,-0.892189388151956,"softmax(Q) * gaze",2.22099247813095
29,-0.892189388151956,"softmax(Q) + gaze",0.90309015896794
31,-18.7330507820375,"Q",-0.937141808203749
31,-18.7330507820375,"Q * gaze",-5.25757276616143
31,-18.7330507820375,"Q + gaze",-3.34093775971355
31,-18.7330507820375,"softmax(Q)",-3.85785098077957
31,-18.7330507820375,"softmax(Q * gaze)",0.151515532269026
31,-18.7330507820375,"softmax(Q) * gaze",-8.92615807026303
31,-18.7330507820375,"softmax(Q) + gaze",-3.91049320139026
32,-8.89845999722202,"Q",-0.719499419838407
32,-8.89845999722202,"Q * gaze",-1.61414964447906
32,-8.89845999722202,"Q + gaze",-0.997974242184214
32,-8.89845999722202,"softmax(Q)",-1.14862908877745
32,-8.89845999722202,"softmax(Q * gaze)",-0.00734747093948289
32,-8.89845999722202,"softmax(Q) * gaze",-1.70375118887747
32,-8.89845999722202,"softmax(Q) + gaze",-1.2435572099927
33,-9.59565969859017,"Q",-0.30483447142443
33,-9.59565969859017,"Q * gaze",-4.48651331677657
33,-9.59565969859017,"Q + gaze",-1.90734667602493
33,-9.59565969859017,"softmax(Q)",-3.62446807298665
33,-9.59565969859017,"softmax(Q * gaze)",-0.508454831625653
33,-9.59565969859017,"softmax(Q) * gaze",-6.05905385422338
33,-9.59565969859017,"softmax(Q) + gaze",-3.24860256708211
34,-9.69149600666713,"Q",0.327183344647145
34,-9.69149600666713,"Q * gaze",0.326686964787441
34,-9.69149600666713,"Q + gaze",0.133226605036012
34,-9.69149600666713,"softmax(Q)",-1.01846468716396
34,-9.69149600666713,"softmax(Q * gaze)",0.201487245064867
34,-9.69149600666713,"softmax(Q) * gaze",1.61704452470538
34,-9.69149600666713,"softmax(Q) + gaze",-1.15028194436449
35,-7.20021143220255,"Q",0.0664160899201054
35,-7.20021143220255,"Q * gaze",0.51291340118392
35,-7.20021143220255,"Q + gaze",0.29108220782623
35,-7.20021143220255,"softmax(Q)",-0.595869245080755
35,-7.20021143220255,"softmax(Q * gaze)",1.37632686096115
35,-7.20021143220255,"softmax(Q) * gaze",0.684172027468969
35,-7.20021143220255,"softmax(Q) + gaze",-0.00423899483961882
38,-5.81605455239948,"Q",-1.32069046236304
38,-5.81605455239948,"Q * gaze",-0.0236945744188949
38,-5.81605455239948,"Q + gaze",-0.875786829839397
38,-5.81605455239948,"softmax(Q)",-1.50949237820571
38,-5.81605455239948,"softmax(Q * gaze)",-0.449451216910877
38,-5.81605455239948,"softmax(Q) * gaze",-0.46380013266283
38,-5.81605455239948,"softmax(Q) + gaze",-1.08160765754595
40,-5.37637301201473,"Q",-0.24311197550114
40,-5.37637301201473,"Q * gaze",3.74973259938803
40,-5.37637301201473,"Q + gaze",0.23919708238413
40,-5.37637301201473,"softmax(Q)",0.0242447765406977
40,-5.37637301201473,"softmax(Q * gaze)",1.17648409894578
40,-5.37637301201473,"softmax(Q) * gaze",2.86209894250022
40,-5.37637301201473,"softmax(Q) + gaze",0.839127947274318
41,-12.9151605089126,"Q",-0.197694086152464
41,-12.9151605089126,"Q * gaze",-0.928364575925782
41,-12.9151605089126,"Q + gaze",-0.828265941763334
41,-12.9151605089126,"softmax(Q)",-0.655146444655388
41,-12.9151605089126,"softmax(Q * gaze)",-0.683400783834943
41,-12.9151605089126,"softmax(Q) * gaze",-0.978769743786048
41,-12.9151605089126,"softmax(Q) + gaze",-0.676161798563293
42,-7.02288592957844,"Q",0.488016249040094
42,-7.02288592957844,"Q * gaze",3.68546027297284
42,-7.02288592957844,"Q + gaze",0.819225689264885
42,-7.02288592957844,"softmax(Q)",-2.24103266232399
42,-7.02288592957844,"softmax(Q * gaze)",0.492151109175585
42,-7.02288592957844,"softmax(Q) * gaze",1.64095151439287
42,-7.02288592957844,"softmax(Q) + gaze",-1.20173878348452
43,-3.98556774776026,"Q",-0.0896903175505674
43,-3.98556774776026,"Q * gaze",-0.910221547685904
43,-3.98556774776026,"Q + gaze",-0.655619139745555
43,-3.98556774776026,"softmax(Q)",-0.0849502424691393
43,-3.98556774776026,"softmax(Q * gaze)",0.0289649562657259
43,-3.98556774776026,"softmax(Q) * gaze",-0.829740489391615
43,-3.98556774776026,"softmax(Q) + gaze",-0.716475474689456
44,-9.11483686367109,"Q",-0.277935792414055
44,-9.11483686367109,"Q * gaze",-0.77497716430653
44,-9.11483686367109,"Q + gaze",-0.497625598044312
44,-9.11483686367109,"softmax(Q)",-3.45660919405494
44,-9.11483686367109,"softmax(Q * gaze)",-0.25464747157456
44,-9.11483686367109,"softmax(Q) * gaze",-4.01867414371069
44,-9.11483686367109,"softmax(Q) + gaze",-3.55177120908846
45,-18.399749670116,"Q",-0.654946814285382
45,-18.399749670116,"Q * gaze",-3.5035585018171
45,-18.399749670116,"Q + gaze",-2.32384875375813
45,-18.399749670116,"softmax(Q)",-1.68814095471976
45,-18.399749670116,"softmax(Q * gaze)",-1.3966945771349
45,-18.399749670116,"softmax(Q) * gaze",-4.2340228426395
45,-18.399749670116,"softmax(Q) + gaze",-2.53528133983971
46,-3.40905396208071,"Q",-1.11303370717296
46,-3.40905396208071,"Q * gaze",-2.02568393241438
46,-3.40905396208071,"Q + gaze",-1.23646170247849
46,-3.40905396208071,"softmax(Q)",-0.0885961257599115
46,-3.40905396208071,"softmax(Q * gaze)",0.0247634672822371
46,-3.40905396208071,"softmax(Q) * gaze",-1.61798111483622
46,-3.40905396208071,"softmax(Q) + gaze",-1.21917084029487
47,-5.8669101326481,"Q",-0.440287266693477
47,-5.8669101326481,"Q * gaze",-1.55431694202396
47,-5.8669101326481,"Q + gaze",-0.990047096130805
47,-5.8669101326481,"softmax(Q)",-2.28550930491138
47,-5.8669101326481,"softmax(Q * gaze)",-0.170736278343038
47,-5.8669101326481,"softmax(Q) * gaze",-2.99379691806837
47,-5.8669101326481,"softmax(Q) + gaze",-1.78576159851922
48,-2.91166723383569,"Q",-1.02051350403955
48,-2.91166723383569,"Q * gaze",5.11227946739121
48,-2.91166723383569,"Q + gaze",0.248749315353533
48,-2.91166723383569,"softmax(Q)",-2.21430987185109
48,-2.91166723383569,"softmax(Q * gaze)",2.29041717792577
48,-2.91166723383569,"softmax(Q) * gaze",4.07469114035308
48,-2.91166723383569,"softmax(Q) + gaze",-1.55902598522074
49,-8.99909597888742,"Q",-0.889038660418196
49,-8.99909597888742,"Q * gaze",-1.03542909742186
49,-8.99909597888742,"Q + gaze",-0.370838640729769
49,-8.99909597888742,"softmax(Q)",-5.22582970130734
49,-8.99909597888742,"softmax(Q * gaze)",0.690712140406744
49,-8.99909597888742,"softmax(Q) * gaze",-3.10440824914463
49,-8.99909597888742,"softmax(Q) + gaze",-0.18559632029955
50,-11.5162498437392,"Q",-1.05820040095265
50,-11.5162498437392,"Q * gaze",6.51185993051663
50,-11.5162498437392,"Q + gaze",1.17938984427124
50,-11.5162498437392,"softmax(Q)",-3.77601975374199
50,-11.5162498437392,"softmax(Q * gaze)",2.09289548429387
50,-11.5162498437392,"softmax(Q) * gaze",6.3943817314747
50,-11.5162498437392,"softmax(Q) + gaze",-2.96138279287108
51,-4.95671373012014,"Q",-0.189872457320877
51,-4.95671373012014,"Q * gaze",-0.719452503055029
51,-4.95671373012014,"Q + gaze",-0.561110468435509
51,-4.95671373012014,"softmax(Q)",-1.91341510946909
51,-4.95671373012014,"softmax(Q * gaze)",-0.67904699445255
51,-4.95671373012014,"softmax(Q) * gaze",-2.08897793226905
51,-4.95671373012014,"softmax(Q) + gaze",-0.737468810012131
52,-5.25986148343635,"Q",-1.50838179055179
52,-5.25986148343635,"Q * gaze",-1.58562552800682
52,-5.25986148343635,"Q + gaze",-1.30316303401435
52,-5.25986148343635,"softmax(Q)",-2.50942227859814
52,-5.25986148343635,"softmax(Q * gaze)",-0.261632685481437
52,-5.25986148343635,"softmax(Q) * gaze",-2.83040372718915
52,-5.25986148343635,"softmax(Q) + gaze",-2.21133578084679
53,-12.1799947218557,"Q",-0.118728540699599
53,-12.1799947218557,"Q * gaze",-0.0418808509233167
53,-12.1799947218557,"Q + gaze",0.133555021571964
53,-12.1799947218557,"softmax(Q)",-3.86000100426935
53,-12.1799947218557,"softmax(Q * gaze)",0.512908707787684
53,-12.1799947218557,"softmax(Q) * gaze",-0.705914120692332
53,-12.1799947218557,"softmax(Q) + gaze",-3.38999446050229
54,-12.6766240363914,"Q",-1.72455066135445
54,-12.6766240363914,"Q * gaze",-4.79086368082981
54,-12.6766240363914,"Q + gaze",-3.00913444097582
54,-12.6766240363914,"softmax(Q)",-5.54353150490472
54,-12.6766240363914,"softmax(Q * gaze)",-1.4930443568905
54,-12.6766240363914,"softmax(Q) * gaze",-8.63382208335862
54,-12.6766240363914,"softmax(Q) + gaze",-4.45749383685156
55,-2.01473366205987,"Q",0.181944694339741
55,-2.01473366205987,"Q * gaze",2.26794242985734
55,-2.01473366205987,"Q + gaze",-0.0329837277271795
55,-2.01473366205987,"softmax(Q)",-0.00150307406789407
55,-2.01473366205987,"softmax(Q * gaze)",0.818758671650472
55,-2.01473366205987,"softmax(Q) * gaze",1.94592948439911
55,-2.01473366205987,"softmax(Q) + gaze",-0.02727013763251
56,-10.0027539759706,"Q",1.21052258617236
56,-10.0027539759706,"Q * gaze",0.747488920424945
56,-10.0027539759706,"Q + gaze",1.10838502632476
56,-10.0027539759706,"softmax(Q)",-2.25901260447788
56,-10.0027539759706,"softmax(Q * gaze)",0.5405394712464
56,-10.0027539759706,"softmax(Q) * gaze",0.868960524718591
56,-10.0027539759706,"softmax(Q) + gaze",-2.43440790271953
57,-7.20314365580943,"Q",0.447853017518975
57,-7.20314365580943,"Q * gaze",2.0403743999377
57,-7.20314365580943,"Q + gaze",0.868555772625546
57,-7.20314365580943,"softmax(Q)",-3.44995846397377
57,-7.20314365580943,"softmax(Q * gaze)",0.48774233525143
57,-7.20314365580943,"softmax(Q) * gaze",0.670636681417742
57,-7.20314365580943,"softmax(Q) + gaze",-3.06993022700979
58,-16.6544115743959,"Q",-1.13306929182912
58,-16.6544115743959,"Q * gaze",-1.53417402795434
58,-16.6544115743959,"Q + gaze",-1.1873319090458
58,-16.6544115743959,"softmax(Q)",-2.15206899565875
58,-16.6544115743959,"softmax(Q * gaze)",-0.451630255123403
58,-16.6544115743959,"softmax(Q) * gaze",-1.95081674729407
58,-16.6544115743959,"softmax(Q) + gaze",-1.40365725885217
