"subject","acc","model","fit"
25,0.716666666666667,"softmax(Q)",0.710916666666667
25,0.716666666666667,"softmax(Q * gaze)",0.6785
25,0.716666666666667,"softmax(Q) * gaze",0.670083333333334
25,0.716666666666667,"softmax(Q) + gaze",0.720666666666667
25,0.716666666666667,"softmax(Q + gaze)",0.719583333333334
26,0.591666666666667,"Q",0.59825
26,0.591666666666667,"Q * gaze",0.568666666666667
26,0.591666666666667,"Q + gaze",0.637333333333335
26,0.591666666666667,"softmax(Q)",0.602166666666667
26,0.591666666666667,"softmax(Q * gaze)",0.605166666666667
26,0.591666666666667,"softmax(Q) * gaze",0.580666666666667
26,0.591666666666667,"softmax(Q) + gaze",0.621416666666667
26,0.591666666666667,"softmax(Q + gaze)",0.61275
28,0.916666666666667,"Q",0.77275
28,0.916666666666667,"Q * gaze",0.670333333333334
28,0.916666666666667,"Q + gaze",0.77675
28,0.916666666666667,"softmax(Q)",0.845083333333333
28,0.916666666666667,"softmax(Q * gaze)",0.699916666666667
28,0.916666666666667,"softmax(Q) * gaze",0.721166666666667
28,0.916666666666667,"softmax(Q) + gaze",0.864666666666666
28,0.916666666666667,"softmax(Q + gaze)",0.844
29,0.841666666666667,"Q",0.773
29,0.841666666666667,"Q * gaze",0.763666666666667
29,0.841666666666667,"Q + gaze",0.745416666666667
29,0.841666666666667,"softmax(Q)",0.794
29,0.841666666666667,"softmax(Q * gaze)",0.768666666666666
29,0.841666666666667,"softmax(Q) * gaze",0.766083333333333
29,0.841666666666667,"softmax(Q) + gaze",0.788500000000001
29,0.841666666666667,"softmax(Q + gaze)",0.790916666666666
31,0.958333333333333,"Q",0.773833333333334
31,0.958333333333333,"Q * gaze",0.80225
31,0.958333333333333,"Q + gaze",0.807333333333334
31,0.958333333333333,"softmax(Q)",0.874916666666666
31,0.958333333333333,"softmax(Q * gaze)",0.858666666666667
31,0.958333333333333,"softmax(Q) * gaze",0.873416666666666
31,0.958333333333333,"softmax(Q) + gaze",0.860416666666667
31,0.958333333333333,"softmax(Q + gaze)",0.8715
32,0.883333333333333,"Q",0.796583333333333
32,0.883333333333333,"Q * gaze",0.752
32,0.883333333333333,"Q + gaze",0.788666666666667
32,0.883333333333333,"softmax(Q)",0.796833333333334
32,0.883333333333333,"softmax(Q * gaze)",0.831333333333333
32,0.883333333333333,"softmax(Q) * gaze",0.77625
32,0.883333333333333,"softmax(Q) + gaze",0.80525
32,0.883333333333333,"softmax(Q + gaze)",0.824
33,0.9,"Q",0.738083333333334
33,0.9,"Q * gaze",0.708083333333333
33,0.9,"Q + gaze",0.746333333333334
33,0.9,"softmax(Q)",0.918583333333333
33,0.9,"softmax(Q * gaze)",0.722833333333333
33,0.9,"softmax(Q) * gaze",0.83025
33,0.9,"softmax(Q) + gaze",0.915083333333333
33,0.9,"softmax(Q + gaze)",0.91675
34,0.958333333333333,"Q",0.733916666666667
34,0.958333333333333,"Q * gaze",0.6875
34,0.958333333333333,"Q + gaze",0.731166666666667
34,0.958333333333333,"softmax(Q)",0.82425
34,0.958333333333333,"softmax(Q * gaze)",0.743583333333333
34,0.958333333333333,"softmax(Q) * gaze",0.749583333333333
34,0.958333333333333,"softmax(Q) + gaze",0.825666666666667
34,0.958333333333333,"softmax(Q + gaze)",0.804666666666667
35,0.608333333333333,"Q",0.591083333333334
35,0.608333333333333,"Q * gaze",0.51625
35,0.608333333333333,"Q + gaze",0.594416666666666
35,0.608333333333333,"softmax(Q)",0.643416666666666
35,0.608333333333333,"softmax(Q * gaze)",0.523583333333333
35,0.608333333333333,"softmax(Q) * gaze",0.53675
35,0.608333333333333,"softmax(Q) + gaze",0.6435
35,0.608333333333333,"softmax(Q + gaze)",0.647166666666666
38,0.933333333333333,"Q",0.9125
38,0.933333333333333,"Q * gaze",0.857666666666667
38,0.933333333333333,"Q + gaze",0.899
38,0.933333333333333,"softmax(Q)",0.9265
38,0.933333333333333,"softmax(Q * gaze)",0.881916666666667
38,0.933333333333333,"softmax(Q) * gaze",0.884833333333334
38,0.933333333333333,"softmax(Q) + gaze",0.93725
38,0.933333333333333,"softmax(Q + gaze)",0.929916666666666
40,0.883333333333333,"Q",0.8155
40,0.883333333333333,"Q * gaze",0.57525
40,0.883333333333333,"Q + gaze",0.817833333333334
40,0.883333333333333,"softmax(Q)",0.824166666666666
40,0.883333333333333,"softmax(Q * gaze)",0.601083333333334
40,0.883333333333333,"softmax(Q) * gaze",0.605916666666667
40,0.883333333333333,"softmax(Q) + gaze",0.827333333333333
40,0.883333333333333,"softmax(Q + gaze)",0.828833333333334
41,0.475,"Q",0.531166666666666
41,0.475,"Q * gaze",0.515916666666667
41,0.475,"Q + gaze",0.529083333333334
41,0.475,"softmax(Q)",0.529083333333334
41,0.475,"softmax(Q * gaze)",0.5175
41,0.475,"softmax(Q) * gaze",0.502333333333334
41,0.475,"softmax(Q) + gaze",0.543166666666667
41,0.475,"softmax(Q + gaze)",0.512333333333333
42,0.8,"Q",0.770083333333334
42,0.8,"Q * gaze",0.707916666666667
42,0.8,"Q + gaze",0.753166666666667
42,0.8,"softmax(Q)",0.805
42,0.8,"softmax(Q * gaze)",0.72
42,0.8,"softmax(Q) * gaze",0.735166666666667
42,0.8,"softmax(Q) + gaze",0.803749999999999
42,0.8,"softmax(Q + gaze)",0.791166666666667
43,0.716666666666667,"Q",0.599166666666667
43,0.716666666666667,"Q * gaze",0.602333333333333
43,0.716666666666667,"Q + gaze",0.6465
43,0.716666666666667,"softmax(Q)",0.677166666666666
43,0.716666666666667,"softmax(Q * gaze)",0.618166666666667
43,0.716666666666667,"softmax(Q) * gaze",0.608416666666667
43,0.716666666666667,"softmax(Q) + gaze",0.656
43,0.716666666666667,"softmax(Q + gaze)",0.633416666666667
44,0.866666666666667,"Q",0.809000000000001
44,0.866666666666667,"Q * gaze",0.75175
44,0.866666666666667,"Q + gaze",0.801166666666666
44,0.866666666666667,"softmax(Q)",0.891416666666667
44,0.866666666666667,"softmax(Q * gaze)",0.79225
44,0.866666666666667,"softmax(Q) * gaze",0.832916666666667
44,0.866666666666667,"softmax(Q) + gaze",0.885
44,0.866666666666667,"softmax(Q + gaze)",0.892583333333333
45,0.816666666666667,"Q",0.81075
45,0.816666666666667,"Q * gaze",0.728583333333334
45,0.816666666666667,"Q + gaze",0.77125
45,0.816666666666667,"softmax(Q)",0.801
45,0.816666666666667,"softmax(Q * gaze)",0.797333333333333
45,0.816666666666667,"softmax(Q) * gaze",0.7895
45,0.816666666666667,"softmax(Q) + gaze",0.78275
45,0.816666666666667,"softmax(Q + gaze)",0.794083333333334
46,0.9,"Q",0.82675
46,0.9,"Q * gaze",0.731916666666667
46,0.9,"Q + gaze",0.812916666666667
46,0.9,"softmax(Q)",0.825916666666667
46,0.9,"softmax(Q * gaze)",0.841833333333333
46,0.9,"softmax(Q) * gaze",0.790333333333333
46,0.9,"softmax(Q) + gaze",0.813
46,0.9,"softmax(Q + gaze)",0.8365
47,0.908333333333333,"Q",0.772583333333333
47,0.908333333333333,"Q * gaze",0.753583333333333
47,0.908333333333333,"Q + gaze",0.803583333333333
47,0.908333333333333,"softmax(Q)",0.896166666666667
47,0.908333333333333,"softmax(Q * gaze)",0.81575
47,0.908333333333333,"softmax(Q) * gaze",0.850333333333334
47,0.908333333333333,"softmax(Q) + gaze",0.888583333333333
47,0.908333333333333,"softmax(Q + gaze)",0.879333333333332
48,0.858333333333333,"Q",0.852166666666667
48,0.858333333333333,"Q * gaze",0.602083333333334
48,0.858333333333333,"Q + gaze",0.846666666666666
48,0.858333333333333,"softmax(Q)",0.87925
48,0.858333333333333,"softmax(Q * gaze)",0.622666666666666
48,0.858333333333333,"softmax(Q) * gaze",0.633083333333333
48,0.858333333333333,"softmax(Q) + gaze",0.87
48,0.858333333333333,"softmax(Q + gaze)",0.86375
49,0.783333333333333,"Q",0.769583333333334
49,0.783333333333333,"Q * gaze",0.7165
49,0.783333333333333,"Q + gaze",0.721666666666666
49,0.783333333333333,"softmax(Q)",0.8015
49,0.783333333333333,"softmax(Q * gaze)",0.796583333333333
49,0.783333333333333,"softmax(Q) * gaze",0.758083333333334
49,0.783333333333333,"softmax(Q) + gaze",0.795583333333334
49,0.783333333333333,"softmax(Q + gaze)",0.79275
50,0.925,"Q",0.78075
50,0.925,"Q * gaze",0.705416666666667
50,0.925,"Q + gaze",0.782916666666667
50,0.925,"softmax(Q)",0.904416666666667
50,0.925,"softmax(Q * gaze)",0.762583333333334
50,0.925,"softmax(Q) * gaze",0.777083333333333
50,0.925,"softmax(Q) + gaze",0.892583333333333
50,0.925,"softmax(Q + gaze)",0.886583333333333
51,0.791666666666667,"Q",0.740166666666666
51,0.791666666666667,"Q * gaze",0.71625
51,0.791666666666667,"Q + gaze",0.720166666666667
51,0.791666666666667,"softmax(Q)",0.793416666666667
51,0.791666666666667,"softmax(Q * gaze)",0.769333333333333
51,0.791666666666667,"softmax(Q) * gaze",0.7615
51,0.791666666666667,"softmax(Q) + gaze",0.7935
51,0.791666666666667,"softmax(Q + gaze)",0.79125
52,0.883333333333333,"Q",0.8325
52,0.883333333333333,"Q * gaze",0.782
52,0.883333333333333,"Q + gaze",0.83775
52,0.883333333333333,"softmax(Q)",0.889083333333333
52,0.883333333333333,"softmax(Q * gaze)",0.8775
52,0.883333333333333,"softmax(Q) * gaze",0.85325
52,0.883333333333333,"softmax(Q) + gaze",0.892333333333333
52,0.883333333333333,"softmax(Q + gaze)",0.896583333333333
53,0.85,"Q",0.715916666666667
53,0.85,"Q * gaze",0.708833333333333
53,0.85,"Q + gaze",0.7485
53,0.85,"softmax(Q)",0.896916666666667
53,0.85,"softmax(Q * gaze)",0.72475
53,0.85,"softmax(Q) * gaze",0.809583333333334
53,0.85,"softmax(Q) + gaze",0.89425
53,0.85,"softmax(Q + gaze)",0.88975
54,0.816666666666667,"Q",0.739250000000001
54,0.816666666666667,"Q * gaze",0.761416666666666
54,0.816666666666667,"Q + gaze",0.784083333333333
54,0.816666666666667,"softmax(Q)",0.861916666666667
54,0.816666666666667,"softmax(Q * gaze)",0.8555
54,0.816666666666667,"softmax(Q) * gaze",0.852916666666667
54,0.816666666666667,"softmax(Q) + gaze",0.858583333333333
54,0.816666666666667,"softmax(Q + gaze)",0.861083333333333
55,0.608333333333333,"Q",0.517666666666667
55,0.608333333333333,"Q * gaze",0.50225
55,0.608333333333333,"Q + gaze",0.518
55,0.608333333333333,"softmax(Q)",0.530416666666666
55,0.608333333333333,"softmax(Q * gaze)",0.5005
55,0.608333333333333,"softmax(Q) * gaze",0.511500000000001
55,0.608333333333333,"softmax(Q) + gaze",0.526916666666668
55,0.608333333333333,"softmax(Q + gaze)",0.530583333333334
56,0.883333333333333,"Q",0.685
56,0.883333333333333,"Q * gaze",0.54675
56,0.883333333333333,"Q + gaze",0.688333333333334
56,0.883333333333333,"softmax(Q)",0.816333333333334
56,0.883333333333333,"softmax(Q * gaze)",0.584666666666666
56,0.883333333333333,"softmax(Q) * gaze",0.573833333333334
56,0.883333333333333,"softmax(Q) + gaze",0.8165
56,0.883333333333333,"softmax(Q + gaze)",0.82525
57,0.966666666666667,"Q",0.686833333333334
57,0.966666666666667,"Q * gaze",0.6845
57,0.966666666666667,"Q + gaze",0.7175
57,0.966666666666667,"softmax(Q)",0.946416666666667
57,0.966666666666667,"softmax(Q * gaze)",0.747333333333333
57,0.966666666666667,"softmax(Q) * gaze",0.844583333333334
57,0.966666666666667,"softmax(Q) + gaze",0.944583333333333
57,0.966666666666667,"softmax(Q + gaze)",0.95225
58,0.808333333333333,"Q",0.737916666666668
58,0.808333333333333,"Q * gaze",0.70025
58,0.808333333333333,"Q + gaze",0.737666666666667
58,0.808333333333333,"softmax(Q)",0.78475
58,0.808333333333333,"softmax(Q * gaze)",0.765
58,0.808333333333333,"softmax(Q) * gaze",0.724333333333333
58,0.808333333333333,"softmax(Q) + gaze",0.772666666666667
58,0.808333333333333,"softmax(Q + gaze)",0.76425
